bill_updage_count,paid_flg,payway,region,selling_method,arrears_count,identified_doc,entry_age,contract_type,id,domain,campaign,pref,amount,arrears_at,customer_rank,career,sex,age
,,4,S,1,,28,33,1,243200168,0,L,39,,,,11,2,33
,,4,Q,1,,1,36,1,988026434,0,L,45,,,,11,1,38
,,2,T,1,,3,999,2,978635448,0,L,13,,,,#,#,0
0,0,4,K,1,0,1,32,1,988738901,0,L,29,540,99,100,12,2,33
,,3,T,1,,1,28,1,267990968,0,L,11,,,,#,1,28
,,2,T,1,,1,58,1,987033146,0,L,32,,,,12,1,60
,,2,R,1,,1,30,1,703601551,0,L,18,,,,#,1,40
,,2,C,1,,1,21,1,948553091,0,L,21,,,,#,1,26
,,2,N,1,,1,65,1,948560022,0,R,**,,,,12,1,70
,,4,T,1,,1,22,1,953662637,0,L,6,,,,12,2,25
,,4,T,1,,1,42,1,991000106,0,L,**,,,,#,1,44
,,90,T,1,,10,51,1,945430687,0,a,22,,,,#,1,58
,,2,C,0,,1,48,1,945497572,0,L,13,,,,#,2,20
,,4,K,1,,1,47,1,980161694,0,L,28,,,,11,2,17
,,4,T,1,,1,22,1,953853322,0,L,**,,,,11,1,27
,,2,T,#,,27,21,1,983605954,0,#,4,,,,#,2,23
,,2,T,1,,1,31,1,300910805,0,a,13,,,,#,1,54
,,2,T,51,,99,999,2,960138835,0,#,13,,,,#,#,0
0,1,2,Q,1,7,1,51,1,992558681,0,L,46,324,6,100,11,1,52
,,2,Q,1,,1,40,1,951434085,0,L,44,,,,11,1,45
,,2,T,1,,1,43,1,994324548,0,R,**,,,,12,2,44
,,2,T,1,,1,57,1,953743277,0,L,12,,,,12,2,63
,,2,Q,1,,1,47,1,978887384,0,L,46,,,,12,1,50
,,2,N,1,,1,34,1,800464727,0,L,33,,,,#,1,53
,,4,C,1,,1,32,1,516269158,0,L,23,,,,#,2,40
1,0,4,T,1,0,8,22,1,300853964,0,L,13,26000,99,80,#,1,42
,0,4,K,1,,1,26,1,941542094,0,L,28,3020,,,#,2,34
,,4,C,1,,1,39,1,262678424,0,a,**,,,,12,2,40
,,1,T,1,,99,36,1,963169774,99,L,13,,,,#,1,40
,,4,T,#,,1,32,1,263927934,500,9,15,,,,#,1,10
,,4,T,1,,3,999,2,982798834,0,L,4,,,,11,#,0
,,4,N,1,,99,49,1,274672471,0,a,**,,,,#,2,49
,,2,C,1,,1,44,1,987336161,500,L,22,,,,#,2,45
,,4,H,1,,1,54,1,959347278,0,R,**,,,,12,1,58
,,4,K,61,,10,58,1,965838371,0,P,27,,,,#,2,60
,,4,Q,1,,1,40,1,985951891,0,L,47,,,,11,1,42
,,2,S,0,,1,40,1,950404881,0,#,36,,,,#,1,44
,,1,T,1,,99,29,1,979523843,99,L,13,,,,#,1,32
1,0,2,C,1,0,1,30,1,515379429,0,a,**,120,99,80,#,2,43
,,4,T,#,,1,42,1,257483686,500,9,**,,,,#,2,43
,,4,T,0,,2,999,2,330016202,0,9,14,,,,#,#,0
,,4,Q,1,,99,25,1,904594336,0,L,44,,,,#,1,38
1,0,2,C,1,0,1,27,1,942011694,0,L,23,999,99,60,12,1,34
0,0,2,T,1,0,1,44,1,995043763,0,L,12,6169,99,50,11,1,45
,,1,T,1,,1,37,1,326599414,0,L,22,,,,#,1,14
,,2,T,51,,3,999,2,959065974,0,#,24,,,,#,#,0
,,2,N,1,,99,68,1,964929647,0,L,35,,,,#,1,72
,,4,C,1,,1,24,1,944544109,0,L,22,,,,#,1,30
,,4,T,1,,1,29,1,259296445,0,a,13,,,,12,1,29
,,4,R,1,,1,57,1,259835235,0,a,**,,,,11,1,57
,,4,T,1,,1,34,1,971194452,0,L,11,,,,12,2,37
,,2,T,1,,1,54,1,266946302,0,a,20,,,,#,1,55
,,4,T,1,,17,15,1,961770442,0,L,14,,,,11,1,17
1,0,4,H,1,0,99,50,1,982005977,0,L,5,1590,99,80,#,1,53
1,1,2,Q,1,7,21,67,1,996757526,500,L,42,230,4,3,#,1,67
,,1,T,0,,99,999,2,326642312,0,#,23,,,,#,#,0
,,2,C,1,,1,43,1,500575190,0,L,23,,,,#,1,63
,,2,K,1,,1,46,1,978283810,0,L,28,,,,#,2,48
,,4,T,1,,99,30,1,965412297,0,L,14,,,,#,1,32
,,4,T,1,,1,42,1,953997911,0,L,14,,,,#,2,48
,,2,H,1,,1,15,1,204857056,0,L,4,,,,#,2,24
,,2,N,1,,1,23,1,989127143,0,L,35,,,,12,1,24
,,4,T,#,,1,59,1,974760950,0,#,**,,,,#,2,62
0,0,4,Q,1,0,1,21,1,955533762,0,L,40,324,99,90,11,1,26
,,4,H,1,,1,50,1,961929127,0,L,5,,,,#,2,17
,,2,T,1,,1,23,1,245143080,0,L,**,,,,12,1,24
,,2,K,1,,99,28,1,603973214,0,L,**,,,,#,2,45
,,2,K,1,,17,23,1,988786841,0,L,26,,,,#,2,24
,,2,T,51,,3,999,2,992825680,0,#,13,,,,#,#,0
,,2,T,0,,1,999,2,944253087,0,0,27,,,,#,#,0
,,2,C,1,,1,48,1,986320429,0,L,23,,,,11,2,49
,,4,Q,61,,1,31,1,981266595,0,P,44,,,,#,2,33
0,0,4,T,1,0,1,27,1,241168554,0,L,14,302,99,100,11,2,28
,,4,T,1,,6,27,1,309404478,0,L,13,,,,11,2,35
,,2,D,1,,1,37,1,961188770,0,L,1,,,,12,1,7
0,0,2,Q,0,0,8,65,1,981230797,500,#,11,486,99,50,11,1,67
0,0,4,C,1,0,1,38,1,249521462,0,L,**,16125,99,90,11,2,39
,,2,Q,1,,1,42,1,956408927,0,M,40,,,,#,2,46
,,4,K,1,,21,42,1,974959564,100,L,27,,,,#,1,43
0,0,2,T,1,0,1,30,1,993788578,500,L,**,500,99,70,12,2,33
,,2,K,1,,1,58,1,959570729,0,L,28,,,,#,2,61
0,,2,K,1,0,1,40,1,253988421,0,L,25,,99,100,#,1,15
,,2,T,#,,1,25,1,968163020,10,#,13,,,,#,1,28
,,2,Q,1,,1,32,1,964057153,0,L,**,,,,12,1,37
,,2,K,1,,25,63,1,246881213,500,L,28,,,,#,1,63
,,4,T,1,,1,34,1,300033077,0,L,13,,,,#,2,56
,,4,T,1,,99,35,1,984158106,0,L,23,,,,12,1,36
,,2,T,1,,1,53,1,325108874,0,L,12,,,,#,1,66
,,4,D,#,,1,43,1,978539264,10,#,1,,,,#,1,45
,,2,C,1,,1,31,1,535011059,100,L,23,,,,#,2,36
,,2,Q,1,,1,38,1,961484549,100,L,**,,,,#,2,18
,,3,D,1,,17,8,1,104049707,0,L,1,,,,#,1,18
,,4,S,1,,1,34,1,989809241,500,L,**,,,,#,1,36
,,3,K,1,,28,20,1,262144816,0,a,28,,,,11,2,21
,,4,K,1,,1,50,1,614646922,0,L,27,,,,#,1,62
,0,2,Q,1,,1,44,1,961237532,0,L,47,1490,,,#,1,21
,,4,K,1,,1,48,1,977309125,0,L,**,,,,#,2,50
,,2,T,1,,1,31,1,246074196,500,L,13,,,,11,2,32
,,4,Q,1,,1,36,1,907230199,0,L,43,,,,11,1,44
,,2,K,1,,1,69,1,254954226,0,a,**,,,,12,2,69
,,4,K,#,,1,32,1,966898270,0,#,28,,,,#,1,34
,,4,T,1,,1,75,1,263377995,0,a,**,,,,#,1,75
,,4,K,1,,1,57,1,995851214,500,L,**,,,,#,1,57
,,90,T,51,,3,999,2,986206313,0,9,23,,,,#,#,0
,,90,T,51,,3,999,2,244604088,0,9,13,,,,#,#,0
,,4,Q,0,,1,45,1,903682105,0,L,40,,,,#,1,60
,,3,C,61,,1,42,1,985437078,0,P,23,,,,#,2,44
,,2,T,51,,16,999,2,954380837,0,L,14,,,,#,#,0
,,4,C,1,,1,33,1,266936924,0,a,**,,,,12,1,33
,,4,K,1,,1,51,1,971185808,0,L,27,,,,#,2,17
0,0,4,S,1,0,1,50,1,992010007,0,L,38,130,99,100,11,2,20
,,4,T,1,,1,43,1,995348861,500,L,**,,,,11,1,44
,,2,H,1,,1,61,1,992393165,0,L,**,,,,12,2,62
,,4,C,1,,1,42,1,266938094,0,a,23,,,,12,1,42
,,4,T,1,,1,52,1,969199486,500,L,13,,,,#,1,55
,,4,T,1,,1,22,1,261694235,0,a,**,,,,#,2,22
,,2,H,1,,1,27,1,959595767,0,L,4,,,,11,1,31
,,4,T,#,,1,26,1,978009338,10,#,**,,,,#,2,27
,,4,T,1,,99,43,1,262678511,0,a,14,,,,#,1,49
,,2,T,1,,1,33,1,971585300,0,L,**,,,,#,2,35
,,2,D,1,,1,28,1,951912994,0,L,1,,,,12,1,32
,,4,T,1,,1,34,1,944660606,0,a,23,,,,#,1,42
,,90,T,1,,1,999,2,956026492,0,L,13,,,,#,#,0
,,3,C,1,,1,57,1,977050379,0,R,23,,,,#,2,60
,,2,T,1,,1,55,1,260447648,0,a,**,,,,12,2,20
,,4,T,#,,1,45,1,253956913,500,9,**,,,,#,1,45
,,4,T,1,,1,58,1,994425442,500,L,**,,,,12,1,59
,,2,T,1,,1,35,1,326416879,0,L,11,,,,#,1,47
1,1,2,K,1,9,1,29,1,952509406,0,L,12,2200,4,3,11,1,34
,,3,T,61,,1,40,1,968732246,0,P,**,,,,#,2,42
,,4,D,1,,1,53,1,104134649,0,L,1,,,,#,2,61
,,4,T,1,,1,26,1,945198732,0,L,40,,,,11,2,30
,,1,T,51,,3,999,2,980111862,0,#,13,,,,#,#,0
,,3,T,1,,8,12,1,940142218,0,L,14,,,,#,1,20
,,2,T,51,,3,999,2,983069293,0,#,13,,,,#,#,0
,,2,Q,61,,1,76,1,957469456,0,P,40,,,,#,1,81
,,2,N,1,,1,41,1,267079831,500,L,33,,,,#,2,13
2,0,4,T,1,0,17,18,1,941194500,0,a,13,1600,99,90,#,2,27
,,4,K,1,,1,44,1,977471515,500,L,**,,,,#,2,11
,,4,T,#,,1,58,1,258847767,500,9,**,,,,12,2,58
,,2,K,1,,26,44,1,962826204,0,L,28,,,,#,2,48
,,4,K,1,,1,57,1,997394295,500,L,27,,,,#,1,16
,,4,T,1,,10,33,1,964733900,0,M,13,,,,#,2,36
,,2,Q,1,,1,30,1,987095665,0,L,43,,,,11,1,32
,,4,K,1,,1,32,1,607131251,0,L,13,,,,#,2,15
,,1,T,0,,3,999,2,997328964,0,9,13,,,,#,#,0
,,3,R,1,,1,77,1,275567401,0,L,**,,,,12,1,77
,,4,Q,1,,1,43,1,949118891,0,L,40,,,,#,2,46
,,2,T,1,,1,999,2,995373375,0,L,14,,,,11,#,0
,,2,T,#,,3,999,2,248941613,0,9,13,,,,#,#,0
0,0,3,K,1,0,1,20,1,945106480,0,L,**,324,99,100,#,2,27
,,2,C,1,,1,46,1,506283465,0,L,21,,,,#,1,61
,,2,K,1,,1,29,1,988318632,0,L,27,,,,#,1,8
,,2,C,1,,1,60,1,991940751,500,L,23,,,,#,1,61
,,1,T,0,,2,999,2,327469386,0,#,13,,,,#,#,0
,,2,T,1,,1,55,1,965889107,0,L,**,,,,11,2,59
,,2,C,1,,1,43,1,508914616,0,L,21,,,,#,2,53
,,4,T,1,,1,20,1,318330669,0,L,13,,,,11,2,27
0,0,4,T,1,0,1,40,1,941194962,0,L,**,400,99,110,12,1,50
,,3,T,1,,1,33,1,982164703,0,L,12,,,,12,2,36
,,4,Q,1,,1,68,1,907413729,0,R,40,,,,11,1,76
1,0,4,T,1,0,1,60,1,987841009,0,L,**,75,99,50,11,2,62
,,4,K,1,,1,34,1,989610630,500,L,27,,,,12,1,35
,,3,S,1,,1,42,1,974955341,0,L,36,,,,#,2,15
,,4,Q,1,,1,40,1,991483481,0,R,43,,,,11,2,38
,,4,T,#,,1,59,1,992106672,0,#,**,,,,#,1,60
,,4,T,1,,1,54,1,266620320,500,L,**,,,,#,1,55
,,4,C,1,,1,37,1,506180762,0,0,23,,,,#,1,52
,,4,N,1,,1,999,2,958136434,0,L,13,,,,#,#,0
,,2,K,1,,1,27,1,966227634,0,L,**,,,,#,2,29
,,4,T,1,,1,999,2,307516705,0,L,27,,,,#,#,0
,,4,T,0,,1,26,1,975562912,500,#,11,,,,11,1,26
,,2,T,1,,1,55,1,946099508,0,L,14,,,,#,2,59
,,2,C,1,,1,23,1,942390941,0,L,23,,,,12,2,29
,,2,H,1,,1,62,1,950743626,0,M,4,,,,#,1,66
,,4,H,#,,1,32,1,960740283,0,#,**,,,,#,2,36
,,4,T,1,,1,50,1,260138076,0,a,**,,,,#,1,50
,,2,Q,1,,1,78,1,907447187,0,0,45,,,,11,1,85
,,2,T,1,,1,22,1,984742259,0,L,**,,,,#,1,23
,,2,C,1,,1,48,1,971020930,0,L,**,,,,12,2,19
0,,4,C,1,0,1,46,1,983162548,500,L,**,,99,90,11,2,46
,,3,C,#,,1,45,1,968527430,10,#,22,,,,#,2,49
,,2,C,1,,99,49,1,507815499,0,L,27,,,,#,2,27
0,0,4,K,1,0,1,43,1,259786235,500,L,27,1,99,30,#,2,44
,,4,T,1,,1,27,1,947173463,0,M,13,,,,#,2,33
0,0,2,C,1,6,1,42,1,960907234,0,L,21,480,3,0,#,1,19
,,2,K,1,,9,16,1,607254494,0,L,27,,,,#,2,24
,,4,R,1,,1,38,1,972825338,0,L,17,,,,#,2,40
,,2,Q,1,,99,26,1,904489400,0,L,41,,,,#,1,41
1,0,4,K,1,0,1,51,1,990775884,0,L,**,120,99,90,11,2,53
1,0,4,C,1,0,1,25,1,986271111,0,L,24,2610,99,100,11,1,26
,,2,T,1,,1,53,1,252329233,0,a,13,,,,12,2,54
,,4,T,0,,99,46,1,323681100,0,#,11,,,,#,#,0
,,4,C,1,,1,56,1,991067723,500,L,23,,,,16,2,16
,,2,H,1,,1,12,1,204059730,0,L,15,,,,#,2,25
,,2,Q,1,,99,49,1,240987290,0,L,43,,,,#,1,17
,,2,T,1,,22,19,1,328470697,0,L,14,,,,#,1,24
,,1,T,51,,3,999,2,962941628,0,#,13,,,,#,#,0
,,1,T,#,,3,999,2,270145975,0,9,13,,,,#,#,0
,,2,C,1,,1,71,1,958651637,0,L,**,,,,11,1,76
,0,2,T,1,,1,45,1,250640308,0,L,22,610,,,#,1,17
1,0,4,T,1,0,17,23,1,340528108,0,L,8,747,99,90,11,1,30
,,3,H,1,,99,70,1,269067771,500,L,**,,,,#,1,70
,,4,H,1,,1,48,1,262344267,0,a,**,,,,#,2,15
,,4,C,1,,1,31,1,249457469,500,L,23,,,,#,1,33
,,2,T,1,,1,26,1,313071820,0,L,11,,,,#,2,45
0,0,4,T,1,0,1,31,1,323711421,0,a,12,1350,99,100,#,2,19
,,2,T,1,,1,37,1,246213409,500,L,13,,,,11,2,38
,,4,T,1,,1,56,1,250701802,500,L,14,,,,16,1,56
,,1,T,#,,16,999,2,987132229,0,#,13,,,,#,#,0
,,4,T,1,,1,48,1,995325782,500,L,22,,,,#,1,48
,,4,Q,1,,1,64,1,988153570,500,L,**,,,,12,2,65
,,4,T,1,,1,28,1,971522676,500,L,11,,,,#,1,29
,,2,C,1,,6,80,1,250768107,0,9,23,,,,#,1,81
,,3,K,1,,6,65,1,606414426,0,L,27,,,,#,2,73
,,90,T,51,,3,999,2,328933917,0,L,13,,,,#,#,0
,,4,Q,1,,1,41,1,904355407,0,L,40,,,,#,2,53
,,4,T,1,,1,62,1,972753721,0,M,15,,,,#,1,65
,,4,T,1,,20,52,1,307531894,0,L,8,,,,#,2,59
,,4,Q,1,,99,52,1,974857225,0,M,40,,,,#,1,54
1,1,3,D,1,3,8,13,1,983516637,0,a,**,1700,10,3,12,2,17
,,2,T,0,,1,64,1,974265841,0,#,**,,,,11,1,66
1,0,2,K,1,0,1,42,1,940639105,0,a,**,51,99,70,12,1,52
1,1,2,T,1,4,1,19,1,943005327,0,a,9,700,3,10,11,1,28
,,1,T,51,,3,999,2,980108857,0,#,13,,,,#,#,0
,,2,T,1,,1,41,1,993680634,500,L,**,,,,15,1,42
,,2,T,1,,1,20,1,950970846,0,L,**,,,,#,1,25
,,4,T,1,,10,20,1,970136401,0,L,27,,,,#,1,23
,,4,K,1,,99,29,1,604339935,0,L,27,,,,#,2,6
,,4,T,0,,1,45,1,965309391,0,L,**,,,,#,2,48
,,3,K,1,,1,45,1,615061921,0,L,28,,,,12,1,56
,,2,K,1,,1,69,1,992929449,0,R,**,,,,12,1,71
,,1,T,0,,12,28,1,967390879,0,#,,,,,#,1,30
,,2,K,1,,1,49,1,970344473,0,L,13,,,,#,2,51
,,4,K,1,,1,25,1,607403265,0,L,27,,,,#,1,32
,,2,T,51,,16,999,2,954561246,0,#,14,,,,#,#,0
,,2,K,1,,10,25,1,941272386,0,L,28,,,,#,2,32
,,2,K,1,,1,36,1,980064323,0,R,27,,,,#,2,38
,,3,T,1,,17,16,1,973013414,0,L,14,,,,#,2,18
,,2,K,1,,1,22,1,264616097,0,a,27,,,,#,2,23
,,4,T,1,,1,39,1,979088165,0,L,12,,,,#,1,41
,,2,H,1,,1,21,1,942847156,0,L,4,,,,#,2,27
,,2,R,1,,1,23,1,703114642,0,L,16,,,,#,2,37
,,4,C,0,,1,28,1,501280187,0,0,23,,,,#,2,47
,,2,C,1,,8,25,1,504289960,0,L,25,,,,#,1,42
,0,4,T,1,,1,47,1,953900887,0,L,27,120,,,12,2,52
,0,4,C,1,,1,33,1,987306453,0,L,23,250,,,11,1,38
,,4,T,1,,1,37,1,309181676,0,L,14,,,,11,1,44
0,0,4,T,1,0,10,47,1,323877229,0,a,8,1,99,50,#,2,64
,,4,K,#,,1,25,1,968897814,0,#,**,,,,#,2,28
,,2,T,1,,1,29,1,317187936,0,L,13,,,,#,1,40
,,4,T,#,,1,45,1,967682411,10,#,9,,,,#,2,48
,,4,K,1,,8,16,1,242966247,0,a,**,,,,12,1,19
,,2,H,1,,1,26,1,203197568,0,L,3,,,,#,1,44
,,2,D,0,,1,28,1,104300249,0,#,1,,,,#,1,34
,,2,Q,1,,1,48,1,254177051,500,L,47,,,,12,2,48
,,3,K,1,,26,41,1,957909367,0,L,25,,,,#,2,46
,,4,C,0,,2,51,1,505802166,0,0,24,,,,#,1,67
,,2,T,#,,1,54,1,981174725,10,#,12,,,,#,2,56
,,4,T,1,,1,24,1,988646885,0,L,**,,,,12,2,25
,,2,C,1,,1,36,1,507285813,0,a,23,,,,#,1,52
,,2,T,1,,1,71,1,981236043,0,L,13,,,,#,2,73
,,4,Q,1,,1,28,1,906997859,0,L,40,,,,#,2,37
,,4,T,#,,1,27,1,971777318,0,#,**,,,,#,1,29
,,3,C,1,,1,49,1,514968782,0,L,23,,,,#,2,60
,,4,S,1,,99,40,1,400119282,0,L,37,,,,#,1,59
0,0,4,T,1,0,8,28,1,244214468,0,L,11,49820,99,50,#,1,28
,,4,K,0,,1,64,1,615837708,0,L,**,,,,12,2,73
,,4,T,1,,99,54,1,994296456,500,R,**,,,,#,2,55
,,4,K,61,,10,30,1,968435214,0,P,27,,,,12,2,32
,,90,T,1,,1,33,1,969132473,0,L,12,,,,#,2,36
,,2,T,1,,1,999,2,975143814,0,L,20,,,,#,#,0
,,2,C,0,,1,15,1,506859792,0,L,21,,,,#,2,58
,,4,T,#,,99,47,1,972019384,10,9,14,,,,#,2,51
,,2,S,#,,1,28,1,965894164,0,#,37,,,,#,2,30
,,2,T,1,,1,42,1,262313805,0,a,15,,,,#,1,15
1,0,3,H,1,0,1,17,1,953518825,0,L,1,15848,99,70,12,1,23
,,2,T,1,,1,56,1,255978450,0,R,12,,,,#,1,56
,,4,T,#,,1,30,1,969376743,0,#,8,,,,#,2,33
,,4,K,1,,1,38,1,987480973,0,L,**,,,,12,2,39
,,2,C,0,,27,29,1,263165629,0,9,**,,,,#,1,30
,,2,K,1,,1,43,1,600350859,0,L,27,,,,#,1,65
,,1,T,#,,1,999,2,980070022,0,#,13,,,,#,#,0
,,2,C,1,,12,54,1,995313644,0,R,23,,,,11,2,54
,,2,T,1,,1,21,1,983863644,0,L,**,,,,#,2,70
,,2,C,1,,1,42,1,959510323,0,L,**,,,,#,1,44
,,90,K,1,,2,999,2,987614133,0,L,27,,,,#,#,0
,,3,Q,1,,1,28,1,986719393,0,L,41,,,,12,1,29
,,4,C,1,,1,40,1,253517635,0,L,23,,,,#,2,12
1,0,2,T,1,0,27,22,1,241634052,0,L,13,3000,99,20,#,2,23
,,2,K,1,,1,60,1,245022802,0,L,26,,,,12,2,62
,,4,Q,1,,1,55,1,985345095,500,L,46,,,,11,2,56
,,4,T,#,,1,999,2,244150124,0,9,27,,,,#,#,0
0,0,2,T,1,0,1,15,1,306403711,0,L,8,4028,99,100,#,1,54
,,2,Q,#,,1,80,1,974388387,10,#,**,,,,#,2,81
,,4,T,1,,1,58,1,983479840,0,L,11,,,,#,1,60
,,4,T,1,,10,48,1,946782710,100,L,20,,,,11,2,52
1,0,1,H,1,0,1,23,1,252714451,0,a,4,600,99,3,12,1,23
,,2,T,1,,2,999,2,308604715,0,L,13,,,,#,#,0
0,0,4,D,1,0,1,39,1,965278114,0,a,1,120,99,100,12,2,45
,,4,Q,1,,1,36,1,261793979,0,a,44,,,,12,1,36
,,4,T,#,,1,30,1,261397327,500,9,**,,,,12,1,30
,,4,T,51,,3,999,2,960859643,0,#,13,,,,#,#,0
,,4,N,1,,1,39,1,264352810,0,a,33,,,,#,1,15
,,4,C,1,,1,28,1,986738136,0,L,21,,,,12,1,30
,,4,C,1,,1,43,1,506987319,0,L,23,,,,#,1,58
,,3,K,1,,99,44,1,975055531,0,L,27,,,,#,1,46
,,4,R,1,,1,44,1,961768366,0,L,17,,,,11,2,49
0,0,2,T,1,0,1,30,1,962010225,0,a,42,6000,99,50,11,2,37
,,2,Q,1,,99,41,1,954416244,0,L,41,,,,#,1,49
0,,2,C,1,3,1,60,1,981296592,0,L,23,,10,3,#,1,65
,,4,Q,1,,1,43,1,978183673,0,L,40,,,,#,2,46
,,3,T,#,,1,25,1,962472492,0,#,**,,,,#,1,27
,,4,C,#,,1,40,1,972721972,0,#,21,,,,#,2,42
0,,2,H,1,7,1,25,1,248150481,0,a,4,,3,3,#,2,27
,,2,T,1,,1,41,1,983527911,0,M,13,,,,#,1,43
,,4,K,0,,1,63,1,979212061,501,#,28,,,,#,1,65
,,2,T,1,,1,55,1,972505226,0,L,1,,,,12,2,57
,,4,T,#,,99,24,1,972343946,0,L,47,,,,#,1,27
0,0,2,K,1,0,8,58,1,255178619,500,L,27,1,99,30,16,2,58
,,4,Q,1,,1,48,1,263048355,0,a,41,,,,12,1,49
,,4,H,1,,1,33,1,249784760,0,L,4,,,,12,2,34
,,2,C,1,,1,45,1,960839723,0,L,23,,,,#,2,49
,,2,H,1,,99,30,1,203959575,0,L,7,,,,#,1,43
,,4,Q,1,,1,26,1,906301594,0,L,44,,,,11,1,35
,,4,T,1,,10,29,1,982119205,0,L,9,,,,12,1,31
,,2,T,1,,1,54,1,327487523,0,0,9,,,,#,1,62
,,2,R,1,,1,72,1,962789506,0,L,**,,,,#,1,74
,,1,T,51,,16,999,2,972912527,0,#,27,,,,11,#,0
,,4,K,1,,1,31,1,601278379,0,L,29,,,,#,1,51
,,90,T,#,,99,999,2,951198512,10,#,10,,,,#,#,0
0,0,4,C,1,0,99,44,1,975347452,0,L,23,324,99,100,#,2,47
,,4,C,1,,1,52,1,990300838,0,L,23,,,,#,1,17
,,4,T,1,,99,19,1,987745823,0,L,42,,,,#,1,20
,,2,T,1,,8,53,1,315642738,0,L,14,,,,#,2,69
,,2,R,1,,1,52,1,951911503,0,L,17,,,,#,1,58
,,2,K,#,,1,79,1,248169433,0,9,**,,,,#,2,81
,,2,Q,61,,1,46,1,953885615,0,P,40,,,,#,1,22
,,2,T,1,,1,21,1,978257321,0,L,**,,,,#,1,24
,,3,H,1,,1,57,1,204742665,0,L,4,,,,#,2,67
0,0,2,C,1,1,1,38,1,507053074,0,L,23,240,7,40,#,2,52
,,4,T,1,,99,46,1,306796831,0,L,20,,,,11,2,73
0,0,4,K,1,0,1,38,1,954770213,0,L,**,1627,99,100,11,2,46
,,3,T,1,,17,21,1,340621923,0,L,12,,,,#,1,28
,,4,C,1,,1,37,1,943132863,0,L,**,,,,#,2,43
1,1,2,C,1,3,6,29,1,940360947,0,L,23,2389,10,3,#,2,37
,,4,N,#,,1,30,1,975281806,0,#,35,,,,#,2,32
,,2,H,1,,99,48,1,204037546,0,L,4,,,,#,2,60
,,2,T,1,,1,999,2,973103986,0,L,27,,,,11,#,0
,,2,K,1,,1,53,1,979936871,0,L,26,,,,#,1,55
,,2,T,51,,3,999,2,993473933,0,#,13,,,,#,#,0
,,4,C,1,,10,35,1,955442196,0,L,24,,,,#,2,14
0,0,4,K,1,0,1,49,1,241441393,0,L,28,1938,99,80,12,2,21
,,4,T,1,,1,28,1,958847507,0,L,**,,,,11,2,32
1,0,2,K,1,0,1,46,1,988702462,0,L,27,324,99,100,12,1,47
,,2,S,1,,8,68,1,994926203,0,L,37,,,,#,2,68
,,90,K,#,,99,50,1,964273227,320,#,13,,,,#,1,53
,,4,T,51,,3,999,2,975252648,0,#,27,,,,11,#,0
,,4,Q,1,,1,43,1,242211541,0,L,40,,,,11,1,16
,,4,C,1,,1,23,1,500329691,0,L,23,,,,#,1,44
,,2,Q,1,,1,35,1,985756528,0,L,47,,,,#,1,36
,,4,T,1,,1,20,1,948471367,0,L,**,,,,#,2,24
,,90,T,51,,3,999,2,251072084,0,9,**,,,,#,#,0
1,0,2,H,1,2,1,45,1,240115670,500,L,2,2473,3,5,#,2,14
,,4,C,1,,26,35,1,256867994,0,a,23,,,,12,2,35
,,4,T,1,,1,35,1,328630587,0,L,13,,,,11,1,42
,,4,K,1,,1,49,1,987934029,0,L,28,,,,16,2,50
,,2,T,1,,1,44,1,262362877,0,a,8,,,,11,2,44
,,90,T,51,,16,999,2,241398098,0,9,13,,,,#,#,0
,,2,C,1,,1,39,1,988487346,0,R,22,,,,16,2,41
,,4,K,1,,1,52,1,265636608,0,a,**,,,,12,2,53
,,4,K,1,,1,57,1,252687958,0,L,27,,,,12,1,57
,,90,T,1,,10,75,1,963003702,0,L,22,,,,#,2,79
,,2,N,1,,99,44,1,800415578,0,R,33,,,,#,1,66
0,0,2,D,1,0,1,55,1,244540046,0,L,1,960,99,50,12,1,20
,,2,T,1,,1,55,1,971331540,0,L,**,,,,#,2,58
,,2,R,1,,1,21,1,993807404,0,L,18,,,,11,1,22
,,2,K,1,,1,50,1,601283641,0,L,28,,,,#,1,65
,,2,Q,1,,1,70,1,961742957,0,L,**,,,,12,1,74
,,2,T,1,,1,46,1,972309486,0,L,14,,,,#,2,15
0,0,2,T,1,0,1,24,1,963081662,0,L,**,1000,99,100,12,1,28
0,0,2,T,1,0,1,28,1,943704492,0,L,9,540,99,100,12,1,35
,,2,T,1,,1,37,1,980632554,0,L,13,,,,#,1,41
,,2,H,1,,1,43,1,971014603,0,L,4,,,,#,2,46
,,2,H,1,,99,59,1,274719825,0,a,6,,,,#,1,59
1,0,3,T,1,0,1,45,1,240333259,500,L,11,1214,99,50,12,1,46
,,2,T,#,,3,999,2,977802185,10,#,27,,,,#,#,0
,,2,K,1,,1,24,1,979202149,0,L,**,,,,11,1,26
,,2,H,61,,1,59,1,975387051,0,P,**,,,,#,2,61
,,2,S,1,,8,18,1,250655808,0,a,38,,,,#,1,19
,,2,T,1,,6,59,1,308186440,0,L,43,,,,#,2,68
,,1,T,51,,99,999,2,973109033,0,#,13,,,,#,#,0
,,4,T,1,,1,999,2,977131373,0,L,47,,,,12,#,0
,,90,K,1,,1,51,1,983481419,0,L,28,,,,#,1,53
,,2,C,1,,99,48,1,940143389,0,L,23,,,,#,2,18
,,4,K,1,,1,52,1,963332763,0,L,**,,,,11,2,54
,,4,T,1,,1,27,1,258566691,0,a,11,,,,11,1,27
,,2,T,1,,1,40,1,326792204,0,L,14,,,,#,1,20
