age,customer_rank,arrears_count,sex,region,contract_type,selling_method,campaign,arrears_at,identified_doc,career,entry_age,amount,domain,pref,id,payway,paid_flg,bill_updage_count
40,110,0,1,T,1,1,L,99,1,#,22,980,0,11,313197830,2,0,0
48,40,3,2,C,1,1,L,10,1,#,29,2770,0,23,503215004,2,0,0
29,100,0,1,T,1,1,L,99,17,12,23,324,0,13,952742123,4,0,0
28,70,0,1,R,1,1,L,99,1,#,15,40654,0,16,703330492,2,0,1
20,3,3,2,T,1,1,L,10,1,#,40,360,0,**,957523745,2,0,0
48,100,0,2,C,1,1,a,99,1,11,43,324,0,**,971626599,4,0,0
27,0,2,1,Q,1,1,a,7,1,11,20,7450,0,1,960575063,3,0,0
32,0,1,1,T,1,1,a,4,1,11,28,4530,0,**,980706537,2,0,0
26,60,0,1,N,1,1,L,99,1,12,22,540,0,**,956116210,2,0,1
0,60,0,#,T,2,1,#,99,1,12,999,324,0,13,940621296,2,0,1
24,100,0,1,T,1,1,L,99,1,12,21,1637,0,27,967087041,4,0,1
27,40,1,1,T,1,1,L,6,1,11,22,28580,0,9,953349341,2,0,0
51,100,0,1,C,1,1,L,99,1,#,40,1512,0,23,508990746,4,0,0
28,30,1,1,T,1,1,L,9,1,12,25,13600,0,**,981624918,2,0,0
13,1,5,2,T,1,1,L,3,1,#,41,240,500,**,248594087,2,0,0
43,0,4,1,T,1,1,L,5,8,#,34,2149,0,13,327289469,3,0,1
16,20,0,1,T,1,#,#,99,1,#,51,1058,500,**,997276566,2,0,1
25,100,0,1,K,1,1,L,99,1,11,19,324,0,27,944584470,2,0,0
34,3,6,1,H,1,1,L,7,1,12,33,2149,0,7,988530490,3,0,1
44,80,0,2,N,1,1,L,99,99,#,24,480,0,14,800337290,2,0,1
45,50,0,2,R,1,1,L,99,1,12,44,842,0,17,990836490,2,0,1
30,50,0,2,T,1,1,a,99,1,12,26,324,0,**,988904047,2,0,0
27,100,0,2,C,1,1,a,99,1,#,20,972,0,23,962841107,4,0,0
43,50,0,2,T,1,1,L,99,1,11,41,400,500,**,242134877,3,0,1
44,100,0,2,S,1,1,L,99,99,#,24,990,0,38,400110548,2,0,1
66,100,0,2,R,1,1,L,99,99,#,46,540,0,18,700494714,2,0,0
37,90,0,2,T,1,1,L,99,1,12,30,960,0,15,943233390,2,0,1
20,100,0,2,R,1,1,a,99,1,#,15,324,0,17,981655140,4,0,0
62,70,0,2,K,1,1,L,99,1,#,43,30678,0,27,603408426,2,0,1
43,80,0,1,K,1,1,L,99,1,#,42,2800,0,**,243319395,4,0,0
21,50,0,2,N,1,1,L,99,17,12,17,540,0,33,969220752,2,0,1
20,100,0,2,T,1,1,L,99,1,12,19,4961,0,**,990130370,2,0,0
30,30,0,2,K,1,1,a,99,1,12,30,540,0,**,254000371,4,0,0
19,100,0,2,K,1,1,a,99,1,#,40,1296,0,27,971965363,4,0,0
46,100,0,2,T,1,1,L,99,99,#,32,324,0,13,304478969,4,0,0
42,60,0,2,T,1,1,L,99,6,11,40,250,0,12,241460941,4,0,0
30,110,0,1,N,1,1,L,99,1,#,16,1080,0,35,803517180,4,0,1
24,80,0,1,C,1,1,L,99,17,#,19,7810,0,23,952158760,4,0,0
23,3,4,1,T,1,1,a,4,1,11,16,1007,0,10,963468816,2,1,0
42,70,0,1,K,1,1,L,99,1,#,34,1800,0,**,607212681,2,0,1
40,20,1,2,C,1,1,L,10,8,#,38,5014,0,22,980041299,2,0,1
35,100,0,2,T,1,1,L,99,1,11,30,324,0,12,954251751,4,0,0
27,10,3,1,C,1,1,L,3,1,11,20,5460,0,**,945906228,2,0,0
62,10,6,1,T,1,1,a,5,20,#,49,960,0,13,326674624,3,0,0
33,60,0,2,C,1,1,L,99,1,11,30,12673,0,**,990299309,2,0,1
54,60,0,1,T,1,1,L,99,26,12,54,2500,0,**,244680557,4,0,0
41,80,0,2,Q,1,1,L,99,99,#,21,120,0,40,901721332,4,0,0
62,50,0,2,T,1,1,L,99,1,12,61,240,500,14,994482258,2,0,0
29,90,0,2,T,1,1,L,99,6,11,24,960,0,13,959699374,4,0,0
26,60,0,2,T,1,1,L,99,1,11,19,3400,0,12,964534785,2,0,0
25,70,0,2,C,1,1,L,99,17,11,19,100,0,23,947427624,3,0,1
16,0,7,2,S,1,1,L,3,1,#,39,1700,0,38,997411795,2,1,1
28,50,0,1,T,1,1,L,99,1,16,25,480,500,14,993659553,2,0,0
49,70,0,2,T,1,1,a,99,1,#,30,3458,0,20,323308510,2,0,1
31,90,0,2,N,1,1,a,99,1,12,25,1680,0,13,970152715,4,0,0
22,0,6,1,T,1,1,L,6,1,11,16,5680,0,13,949688808,2,1,0
26,100,0,2,K,1,1,L,99,17,12,19,756,0,28,946209041,4,0,0
16,100,0,1,T,1,1,L,99,1,15,44,324,500,23,992196025,4,0,0
67,50,0,1,K,1,1,L,99,1,12,61,594,500,28,970258999,4,0,1
30,3,0,1,T,1,1,a,99,1,#,25,1007,0,14,979865987,4,1,1
49,30,0,2,S,1,1,a,99,1,#,49,1,0,38,259985749,4,0,0
24,50,0,1,T,1,1,R,99,1,#,22,720,0,**,242215965,2,0,0
20,10,0,2,Q,1,1,L,99,99,11,18,324,0,47,983356352,2,0,0
44,100,0,2,H,1,1,L,99,1,#,26,216,0,5,200854723,4,0,0
33,60,0,1,T,1,1,L,99,1,#,45,11967,0,14,315967626,2,0,1
42,90,0,2,C,1,1,L,99,1,12,41,226,0,24,243083952,4,0,1
55,50,0,2,T,1,1,L,99,1,16,54,120,500,**,255000184,2,0,0
22,50,0,2,H,1,1,a,99,1,#,16,610,0,4,946273876,2,0,0
61,50,0,2,T,1,1,L,99,1,#,47,480,0,**,325187527,4,0,0
40,110,0,1,S,1,1,L,99,99,#,26,49500,0,38,403284898,2,0,1
21,3,6,1,K,1,1,L,7,1,#,20,324,0,13,994276678,3,1,0
42,10,3,2,K,1,1,L,4,12,#,70,130,0,27,987087250,2,0,1
39,5,0,1,T,1,#,#,99,1,#,39,1598,500,**,244567582,4,0,1
25,50,0,2,R,1,1,L,99,1,#,20,17530,0,16,979122774,2,0,1
59,110,0,2,N,1,1,L,99,99,#,43,120,0,**,803678135,4,0,0
49,100,8,1,T,1,1,a,3,1,12,40,302,0,12,944965657,4,1,0
27,50,1,1,T,1,1,L,10,1,#,20,1058,0,14,942723121,2,0,1
46,50,0,2,T,1,1,L,99,1,#,44,4104,500,**,252788371,2,0,1
43,3,3,2,T,1,1,R,10,8,#,40,2960,0,14,244226017,2,0,0
14,20,0,2,H,1,1,L,99,1,#,55,1,0,6,250305993,2,0,0
35,110,0,1,K,1,1,L,99,1,11,27,3250,0,14,616000590,4,1,0
25,80,0,1,C,1,1,a,99,99,12,17,480,0,23,509329316,2,0,0
25,50,0,2,C,1,#,9,99,1,12,25,1307,500,23,255316619,4,0,0
999,100,0,1,C,2,1,L,99,1,#,999,216,0,21,940968548,2,0,0
32,90,0,2,T,1,1,L,99,1,11,29,400,0,12,997267504,4,0,0
31,50,0,2,T,1,1,L,99,1,#,26,2860,0,12,956720478,4,0,2
41,40,0,1,T,1,1,L,99,1,#,40,360,0,13,993347749,2,0,0
28,90,0,1,K,1,1,L,99,1,#,24,8492,0,28,960533297,4,0,1
61,30,0,2,Q,1,1,L,99,1,#,61,1,500,**,257860839,2,0,0
19,100,7,2,T,1,1,a,4,1,12,36,324,0,12,991507673,4,1,0
11,2,0,1,C,1,1,L,99,1,#,42,850,500,23,998111781,4,0,1
0,100,0,#,T,2,1,L,99,1,#,999,648,0,43,970734274,4,0,0
13,20,0,1,C,1,1,L,99,1,#,23,240,0,23,503882676,4,0,0
53,50,0,2,T,1,1,L,99,8,#,38,650,0,13,304543972,2,0,0
53,100,0,2,T,1,1,L,99,1,12,45,324,0,**,953712195,4,0,0
29,100,0,1,N,1,1,L,99,1,#,20,324,0,22,804615167,4,0,0
76,5,0,1,T,1,1,L,99,1,#,75,3282,500,**,258572408,4,0,1
68,30,4,1,K,1,1,L,9,1,#,50,30000,0,28,604144274,2,1,1
30,10,5,2,T,1,1,L,4,12,12,28,2460,0,13,981139430,3,1,1
21,0,6,1,Q,1,1,L,3,1,#,20,980,0,40,988690637,3,0,1
39,100,0,1,T,1,1,L,99,1,#,20,1007,0,37,313091833,4,0,1
22,50,0,2,N,1,1,L,99,1,#,20,12808,0,**,983843340,2,0,1
29,130,0,2,K,1,1,L,99,1,#,20,390,0,27,606576152,4,0,1
28,70,0,1,T,1,1,L,99,1,#,20,6920,0,41,943998192,3,0,1
44,130,0,2,N,1,1,L,99,1,11,32,8800,0,35,804559682,4,0,1
60,50,0,2,T,1,1,a,99,1,#,56,5299,0,**,983432842,2,0,1
62,30,0,1,Q,1,1,L,99,1,12,62,1,500,**,250950182,2,1,0
18,100,0,2,T,1,1,L,99,1,#,45,324,0,12,953783384,4,0,0
58,50,0,1,N,1,1,L,99,1,#,49,3158,0,34,804691041,4,0,1
43,100,0,2,C,1,1,a,99,1,11,37,200,0,24,970578640,4,0,0
56,3,3,1,T,1,1,L,10,1,#,51,972,0,**,958717032,3,1,0
44,100,0,2,H,1,1,L,99,1,#,28,324,0,7,203879830,4,0,0
23,3,3,2,D,1,1,L,10,1,#,17,1960,0,1,944629171,3,0,2
25,40,0,1,T,1,1,L,99,1,11,24,1424,0,17,989902486,2,0,0
40,80,0,1,D,1,1,L,99,2,#,22,1058,0,1,103215030,4,0,1
31,60,0,2,H,1,1,L,99,1,#,25,1098,0,6,949478826,2,0,0
46,30,0,1,C,1,1,L,99,1,#,45,1200,500,**,257003611,2,0,1
68,100,0,2,T,1,1,L,99,1,#,50,540,0,12,323035257,2,0,0
66,50,0,2,K,1,1,L,99,1,11,56,1,0,27,615189651,4,0,0
15,20,0,2,C,1,1,L,99,1,#,43,2149,0,22,240719930,2,0,1
31,50,0,2,K,1,1,L,99,1,#,30,2020,500,**,252662015,2,0,1
30,30,1,2,K,1,1,L,6,1,12,29,452,0,27,241124699,2,0,1
48,100,0,1,H,1,1,L,99,1,15,45,324,0,4,993748335,4,0,0
33,50,0,2,T,1,1,L,99,8,#,32,980,0,11,994483028,4,0,0
26,100,0,2,Q,1,1,L,99,1,12,22,4536,0,**,970482866,4,0,0
46,60,0,2,Q,1,1,L,99,1,#,43,1500,0,**,975073722,2,0,1
25,100,4,2,S,1,1,L,3,8,#,19,324,0,37,970600440,2,1,0
50,50,0,1,T,1,1,L,99,1,12,46,912,0,**,991818481,2,0,1
74,50,0,1,K,1,1,L,99,1,#,53,360,0,24,600359504,4,0,0
31,70,0,2,N,1,1,L,99,1,#,22,756,0,35,804812161,2,0,1
56,90,0,2,N,1,1,L,99,1,11,56,700,500,34,253076057,4,0,1
34,100,0,2,Q,1,1,L,99,1,11,26,120,0,47,950988079,2,0,0
59,50,0,1,K,1,1,L,99,99,#,52,17812,0,26,940110194,4,1,1
27,40,1,2,N,1,1,L,7,1,11,21,240,0,37,951687468,2,0,0
61,100,0,1,N,1,1,a,99,1,11,54,130,0,35,959986130,4,0,0
35,90,0,2,H,1,1,a,99,1,#,17,1820,0,7,203242430,4,0,2
0,20,0,#,T,1,1,L,99,1,#,55,1000,0,14,315983685,4,0,0
49,100,0,1,T,1,1,L,99,1,16,46,648,500,12,979351955,2,0,0
12,20,0,1,T,1,1,L,99,1,#,44,717,500,**,252116884,2,0,0
33,50,0,2,N,1,1,a,99,1,12,32,480,0,35,254329066,2,0,0
36,80,0,1,N,1,1,L,99,99,#,20,5000,0,33,803278766,2,0,0
18,20,1,1,T,1,1,a,10,1,12,48,10797,0,13,990094704,4,0,1
42,70,0,2,D,1,1,L,99,1,#,23,4320,0,1,100372775,3,0,0
41,40,1,1,Q,1,1,L,8,1,#,35,7370,0,44,944569857,2,0,1
22,100,0,1,N,1,1,L,99,1,11,17,700,0,**,958936755,4,0,1
25,100,0,1,T,1,1,a,99,1,#,45,324,0,11,327261562,4,0,0
36,100,0,2,Q,1,1,L,99,1,12,30,324,0,40,950319993,4,0,0
54,60,0,1,Q,1,1,a,99,1,#,45,1058,0,13,941025609,2,0,1
33,10,3,1,T,1,1,L,3,1,#,26,10000,0,12,955642991,2,1,0
22,50,0,2,T,1,1,a,99,1,#,20,530,0,**,241514117,2,0,0
45,110,0,1,T,1,1,L,99,99,#,31,1058,0,11,317384346,4,0,1
34,80,0,2,H,1,1,a,99,1,#,21,3430,0,8,204608945,3,0,0
39,30,0,2,T,1,#,9,99,1,11,39,1,500,13,253519830,4,0,0
23,40,0,2,H,1,1,L,99,22,#,18,3335,0,6,954051676,2,0,0
52,100,0,2,T,1,1,L,99,20,12,42,540,0,4,205283899,4,0,0
15,20,0,2,R,1,1,L,99,1,#,44,960,500,**,241490428,4,0,0
43,80,0,2,K,1,1,L,99,1,#,44,240,0,27,241125745,4,0,0
19,70,0,2,T,1,1,L,99,1,#,55,2660,0,**,957956423,2,0,1
37,2,0,2,S,1,1,L,99,1,11,27,500,0,8,615750208,3,0,1
50,50,0,1,K,1,1,L,99,1,11,50,4002,0,**,247444320,2,0,1
8,2,0,1,T,1,1,a,99,1,#,38,700,0,13,967567334,4,0,1
29,110,0,2,K,1,1,L,99,1,#,20,1007,0,29,941825784,4,0,1
30,110,0,2,K,1,1,L,99,1,#,23,324,0,14,607577559,4,0,1
999,100,0,2,T,2,1,L,99,1,11,999,324,0,11,958840361,2,0,0
16,100,5,1,H,1,1,L,8,8,#,15,324,500,4,993785858,2,1,0
18,3,7,2,Q,1,1,L,3,1,#,18,130,0,40,245632772,2,1,0
26,100,0,2,R,1,1,a,99,1,12,21,360,0,20,984875226,4,0,1
51,100,7,1,T,1,1,L,4,1,12,46,324,0,**,959490186,2,0,0
32,90,0,2,K,1,1,L,99,1,12,31,130,0,29,990495956,4,0,1
59,50,0,1,Q,1,1,L,99,1,#,45,2011,0,40,904598890,3,0,1
44,30,0,1,H,1,1,a,99,1,12,43,1007,0,**,258771871,2,0,1
68,50,0,1,T,1,1,L,99,1,#,22,9899,0,8,303345612,2,0,0
48,100,0,2,T,1,1,L,99,1,#,35,8162,0,11,325446812,4,0,0
28,90,0,2,T,1,1,L,99,1,#,22,3768,0,2,948059522,4,0,1
64,5,10,2,C,1,1,L,3,8,#,49,120,0,23,515062197,2,1,0
33,100,4,1,T,1,1,L,3,20,11,23,324,0,13,328371585,2,0,0
26,100,0,1,T,1,1,L,99,17,#,17,600,0,11,327139747,4,0,0
41,100,0,2,D,1,1,L,99,1,11,36,540,0,1,960727659,4,0,0
35,50,0,2,Q,1,1,a,99,1,#,24,2034,0,41,907166450,2,0,1
31,100,0,1,N,1,1,L,99,1,12,27,540,0,34,972861944,2,0,0
40,80,1,1,K,1,1,L,8,1,#,23,2000,0,27,604173301,2,0,0
36,90,0,1,K,1,1,a,99,1,#,28,999,0,28,945830926,4,0,1
27,90,0,2,T,1,1,L,99,1,11,23,1007,0,**,963839668,4,0,1
18,20,0,2,T,1,1,L,99,1,#,48,2700,0,**,981819595,90,0,1
43,100,0,2,K,1,1,a,99,1,11,33,6372,0,28,941213922,4,0,1
35,60,0,1,T,1,1,a,99,1,11,28,49007,0,**,963196011,2,0,1
34,100,0,1,T,1,1,L,99,1,#,25,3600,0,13,944262124,4,0,0
60,50,0,2,T,1,1,L,99,1,12,62,291,0,**,963509236,2,0,0
34,50,0,2,T,1,1,L,99,1,11,26,149,0,22,949772000,2,0,1
15,100,0,2,N,1,1,L,99,1,#,42,432,0,33,240662540,2,0,0
0,100,0,#,T,2,1,L,99,1,11,999,324,0,16,951489978,4,0,0
28,100,0,2,T,1,1,a,99,8,#,46,1620,0,14,316800421,4,0,0
27,100,0,2,C,1,1,L,99,1,#,20,500,0,23,946037477,4,0,1
37,90,0,1,K,1,1,L,99,1,#,28,3480,0,27,943366303,4,0,1
24,100,0,2,T,1,1,L,99,10,11,20,194,0,12,959806479,4,0,0
25,70,0,1,T,1,1,L,99,1,#,19,211,0,40,949679446,4,0,1
999,100,0,1,T,2,#,#,99,99,#,999,972,0,**,958033552,90,0,0
25,110,0,1,C,1,1,L,99,1,11,21,4400,0,21,958787553,2,0,1
60,50,0,1,C,1,1,a,99,1,11,54,128,0,23,950945157,4,0,1
29,50,0,1,T,1,1,a,99,1,#,20,16420,0,14,948572552,2,0,0
32,90,0,1,T,1,1,L,99,1,12,28,1936,0,13,987875402,4,0,0
58,0,6,2,H,1,1,a,3,1,11,52,4704,0,4,971484448,2,1,1
21,40,0,1,Q,1,1,L,99,8,#,15,3930,0,43,953530877,3,0,0
41,100,0,1,K,1,1,L,99,1,#,22,648,0,27,603064839,2,0,0
45,3,7,1,T,1,1,L,6,26,#,40,960,0,14,954790614,2,1,1
33,70,0,2,T,1,1,a,99,8,#,25,800,0,12,953886561,4,0,1
27,140,0,1,C,1,1,L,99,99,#,13,432,0,23,507000205,4,0,0
18,3,0,1,K,1,1,L,99,1,11,44,2380,0,**,962067521,4,0,0
24,100,0,1,N,1,1,L,99,1,#,24,500,0,**,250800074,4,0,0
33,50,0,1,T,1,1,L,99,1,#,32,240,500,11,245371838,2,0,1
21,90,0,1,T,1,1,L,99,17,11,18,2149,0,14,982519943,4,0,1
32,70,0,2,K,1,1,L,99,17,#,22,5084,0,27,615525360,2,0,1
30,30,3,2,Q,1,1,a,6,10,#,22,3630,0,42,949364118,2,0,0
1,100,0,1,T,1,1,a,99,1,11,32,302,0,12,941680427,4,0,0
40,100,0,2,Q,1,1,L,99,1,12,33,864,0,43,947700112,4,0,0
20,100,0,2,C,1,1,a,99,1,#,45,648,0,23,953260889,4,0,0
0,90,0,#,T,2,1,U,99,1,12,999,120,0,25,973576013,4,0,1
50,60,0,2,T,1,1,a,99,1,12,55,200,0,23,253803161,4,0,0
25,100,0,2,C,1,1,L,99,1,#,48,194,0,22,515492617,4,0,2
61,50,0,2,C,1,1,L,99,1,12,58,4199,0,21,995233173,2,0,1
22,110,0,1,N,1,1,a,99,1,#,15,1007,0,14,961913591,4,0,2
34,90,0,2,T,1,#,#,99,1,11,34,2200,500,**,245379192,4,0,1
47,130,0,2,C,1,1,L,99,1,12,37,120,0,23,515838997,4,0,0
18,20,0,2,T,1,1,a,99,99,#,43,1690,0,22,983314357,4,0,1
37,110,0,2,K,1,1,a,99,1,11,29,594,0,28,953127045,4,0,1
33,60,0,1,K,1,1,L,99,1,#,26,100,0,13,941123386,2,0,0
46,70,0,1,C,1,1,L,99,1,#,32,3672,0,23,507195802,2,0,0
26,0,3,1,Q,1,1,L,9,1,#,22,13000,0,46,972269324,2,0,1
38,100,0,1,T,1,1,L,99,1,#,26,240,0,13,306086015,4,0,1
20,0,1,2,T,1,1,L,4,1,11,20,980,0,13,241912847,2,0,0
73,50,0,1,T,1,1,L,99,1,#,56,12096,0,12,323042289,2,0,1
66,50,0,1,T,1,1,L,99,99,#,49,120,0,14,315643116,2,0,0
22,3,2,1,S,1,1,L,11,1,12,18,1000,0,37,987355461,2,1,0
61,50,0,2,K,1,1,L,99,99,#,48,49660,0,28,606519038,3,0,1
37,70,0,2,K,1,1,L,99,1,12,33,1746,0,**,985720711,2,0,1
28,70,0,1,N,1,1,L,99,99,#,46,1080,0,33,803731747,2,0,1
31,60,0,2,T,1,1,L,99,1,11,21,1320,0,8,307465560,2,0,1
16,90,0,2,K,1,1,L,99,1,12,42,120,0,28,989368815,4,0,1
33,10,3,1,T,1,1,L,3,1,#,22,2149,0,13,318192649,3,1,1
19,30,0,1,K,1,1,L,99,28,12,19,1156,0,27,251590558,2,0,1
24,50,0,1,H,1,1,L,99,20,#,15,120,0,15,205331961,2,0,0
56,80,0,2,Q,1,1,L,99,99,#,38,1,0,44,901385880,2,0,0
46,3,7,2,S,1,1,L,6,1,11,41,1000,0,38,980223858,2,1,0
28,100,6,1,Q,1,1,L,7,1,11,24,540,0,43,963001474,2,1,0
17,20,0,2,Q,1,1,L,99,1,12,42,1,0,44,250982347,4,0,0
12,20,0,2,K,1,1,L,99,28,#,67,1,500,28,249982625,4,0,0
58,3,10,2,K,1,1,L,3,1,#,41,120,0,27,604382503,2,1,0
21,10,2,2,Q,1,1,L,5,8,11,20,8580,0,47,990891986,3,0,1
22,0,7,2,T,1,1,L,3,17,11,16,1790,0,14,969230497,2,0,0
22,80,0,2,C,1,1,a,99,1,#,13,324,0,**,946107584,2,0,0
24,80,0,2,N,1,1,L,99,1,11,21,250,0,**,970242276,2,0,0
41,100,0,2,T,1,1,L,99,1,11,30,2610,0,11,318379295,4,0,1
22,3,0,2,C,1,1,a,99,1,12,21,1050,0,**,249532834,2,1,0
51,80,0,1,T,1,1,L,99,1,#,48,594,500,**,979721618,4,0,1
49,50,0,1,T,1,1,L,99,1,#,46,1,0,**,974086068,3,0,0
44,50,0,2,Q,1,1,L,99,1,11,44,720,500,13,995277996,2,0,0
47,90,0,1,R,1,1,L,99,1,#,29,39388,0,18,700368871,2,0,1
21,100,0,2,T,1,1,a,99,99,#,38,31,0,12,940273019,2,0,0
42,80,0,1,N,1,1,L,99,1,#,26,5775,0,32,803002178,2,0,0
39,160,0,1,N,1,1,L,99,99,#,21,4930,0,34,800850514,4,0,1
47,40,1,2,C,1,1,L,8,1,#,46,1467,0,21,516341851,2,0,1
52,90,0,1,T,1,1,L,99,1,12,48,1007,0,**,969263493,4,0,0
35,90,0,1,T,1,1,L,99,1,#,33,240,0,12,977388461,4,0,1
24,110,0,2,T,1,1,L,99,1,11,17,3030,0,13,941337438,4,0,1
40,100,0,2,T,1,1,L,99,1,12,30,936,0,11,328650262,4,0,1
27,60,0,2,T,1,1,L,99,1,#,22,13100,0,**,953137954,2,0,1
26,100,0,2,T,1,1,M,99,1,#,25,700,0,14,990687843,2,0,1
52,100,1,2,S,1,1,L,8,99,#,35,972,0,38,400496664,2,0,0
38,3,0,1,N,1,1,L,99,1,#,37,3000,0,33,991942145,2,1,0
51,90,0,2,K,1,1,L,99,1,12,50,960,0,**,991470873,4,0,1
67,50,0,1,T,1,1,L,99,1,11,65,127,0,11,989332198,4,0,0
54,100,0,2,C,1,1,L,99,1,#,17,324,0,**,516409380,3,0,0
45,100,0,2,Q,1,1,a,99,99,#,41,324,0,40,985799817,4,0,0
40,50,0,1,T,1,#,#,99,1,#,39,240,500,**,996288792,4,0,0
28,100,0,1,T,1,1,L,99,20,12,18,980,0,14,309888949,4,0,0
64,50,0,1,C,1,1,L,99,99,#,46,3647,0,23,505860895,4,0,0
56,90,0,2,D,1,1,L,99,1,12,53,1058,0,**,973651349,4,0,1
37,130,0,1,T,1,1,L,99,1,#,19,1007,0,10,314343399,4,0,1
46,110,0,1,T,1,1,L,99,8,11,17,2420,0,14,987888846,4,0,0
35,3,8,1,K,1,1,L,3,1,#,21,2400,0,28,614126623,2,0,0
21,40,0,2,K,1,1,a,99,1,#,50,3674,0,26,972092313,2,1,1
53,30,0,2,D,1,#,9,99,1,#,53,1,500,1,258328207,2,0,0
50,100,0,2,T,1,1,L,99,8,#,47,324,0,13,243549241,3,0,0
42,100,0,1,T,1,1,L,99,1,#,22,1999,0,8,301232525,4,0,0
52,50,0,1,T,1,1,L,99,1,12,48,4885,0,12,974454119,2,0,1
24,100,0,2,Q,1,1,L,99,1,11,23,530,0,43,994640552,2,0,0
37,110,0,2,Q,1,1,a,99,99,#,21,1987,0,23,904495954,4,0,1
19,100,0,1,K,1,1,L,99,1,12,47,972,0,27,979220358,4,0,1
39,100,0,1,T,1,1,L,99,1,11,32,400,0,14,958098579,4,0,1
22,100,0,2,K,1,1,L,99,1,12,20,324,0,**,983658784,2,0,0
40,100,0,2,T,1,1,a,99,6,#,29,648,0,13,308608950,4,0,0
44,80,0,2,N,1,1,L,99,99,#,25,11800,0,33,800451481,2,0,0
35,60,0,1,C,1,1,L,99,99,#,22,8800,0,23,514769508,2,0,0
48,90,0,2,T,1,1,L,99,1,#,33,1800,0,13,323921553,4,0,1
23,50,0,2,K,1,1,R,99,17,#,23,540,0,29,253870847,2,0,1
51,110,0,2,T,1,1,L,99,1,#,43,38800,0,11,956367680,4,0,0
24,60,0,2,K,1,1,L,99,1,#,40,370,0,30,605960049,2,0,0
69,50,0,1,T,1,1,L,99,1,#,55,198,0,13,325172295,4,0,0
70,50,0,2,C,1,1,L,99,1,#,70,120,500,**,243847224,4,0,0
62,50,0,1,D,1,1,L,99,1,11,62,1446,0,1,251159646,4,0,0
48,30,0,1,C,1,1,L,99,1,#,47,1,500,**,258115765,2,0,0
54,60,0,1,T,1,1,L,99,1,11,50,600,0,**,964616414,2,0,1
37,100,1,1,T,1,1,L,7,1,#,27,980,0,14,307997219,2,0,0
46,100,0,1,T,1,1,L,99,99,#,29,226,0,13,316550264,4,0,1
25,100,2,1,T,1,1,L,3,17,12,21,4640,0,9,957342321,3,0,0
70,50,0,2,T,1,1,L,99,1,#,68,1080,500,**,252444147,2,0,1
44,10,1,2,T,1,1,L,10,99,#,29,173,0,14,324011133,2,0,0
55,100,9,1,K,1,1,L,4,8,#,54,269,500,27,991317581,2,1,0
33,110,0,2,K,1,1,L,99,1,12,26,324,0,28,942419685,4,0,1
53,80,0,2,Q,1,1,L,99,1,12,52,240,500,**,990257965,4,0,0
50,100,0,1,K,1,1,L,99,1,#,35,1350,0,27,605972076,2,0,0
27,100,0,2,N,1,1,L,99,1,#,21,324,0,34,946819120,4,0,0
25,100,0,2,T,1,1,L,99,10,12,18,648,0,11,944930979,4,0,0
21,100,0,2,T,1,1,L,99,6,12,20,324,0,27,990137076,2,0,0
18,20,0,1,T,1,1,L,99,17,#,15,225,0,19,971142333,2,0,0
12,20,0,2,H,1,1,L,99,1,#,50,1,500,**,252731123,4,0,0
4,200,0,1,H,1,1,a,99,1,11,29,498,0,7,204860091,4,0,1
32,50,0,2,Q,1,1,L,99,1,11,31,324,0,46,242214993,2,0,1
45,30,0,1,T,1,1,a,99,1,12,45,1598,0,12,258933440,4,0,0
26,100,0,2,T,1,1,a,99,10,12,20,324,0,14,968107155,4,0,0
53,100,0,1,T,1,1,L,99,1,#,40,324,0,13,316702559,2,0,0
49,20,4,2,K,1,1,L,7,1,#,35,250,0,28,614421368,2,0,0
47,100,0,2,T,1,1,a,99,1,#,37,1404,0,**,940080625,2,0,0
55,80,0,2,T,1,1,L,99,1,12,54,25428,0,**,986492387,4,0,1
22,130,0,1,T,1,1,a,99,99,#,45,12887,0,12,326517639,4,0,1
31,100,0,2,T,1,1,L,99,1,#,25,5400,0,14,340549434,4,0,0
43,120,0,1,C,1,1,L,99,1,#,25,240,0,23,505562533,4,0,0
23,40,0,1,Q,1,1,L,99,1,#,23,500,0,40,240084344,2,0,0
45,100,0,2,K,1,1,L,99,1,11,37,1110,0,**,615890225,4,0,0
34,60,0,2,T,1,1,L,99,1,#,18,500,0,**,304262889,2,0,1
47,40,0,2,Q,1,1,a,99,1,#,45,280,0,47,247937191,2,0,0
51,60,0,1,T,1,1,L,99,1,#,35,2200,0,13,315552227,2,0,1
27,60,0,2,T,1,1,L,99,1,#,23,480,0,14,959513275,4,0,1
70,50,0,1,K,1,1,L,99,20,12,61,267,0,30,607237683,4,0,0
70,50,0,2,T,1,1,L,99,8,#,69,33120,500,**,997537637,4,0,0
41,100,0,2,C,1,1,L,99,1,11,39,550,0,**,986504561,4,0,1
44,100,0,2,T,1,1,L,99,1,#,35,500,0,**,945974807,4,0,1
50,100,3,2,T,1,1,L,10,6,#,42,324,0,13,949152585,3,1,0
48,100,0,1,H,1,1,L,99,99,#,32,360,0,13,203195125,4,0,0
25,0,5,1,H,1,1,a,3,1,#,18,6410,0,4,961110116,2,1,0
52,0,3,2,H,1,1,a,10,1,#,37,230,0,4,204212496,2,1,0
40,100,0,2,T,1,1,L,99,1,12,32,1800,0,13,328278346,2,0,0
48,150,0,2,T,1,1,L,99,1,#,32,476,0,13,315234495,4,0,1
