region,id,campaign,contract_type,payway,paid_flg,arrears_at,pref,career,sex,arrears_count,domain,amount,age,selling_method,entry_age,customer_rank,identified_doc,bill_updage_count
C,504712343,L,2,90,0,99,23,#,1,0,0,324,999,1,999,100,99,0
,977904218,,,,0,,,,,,,9580,,,,,,
,259977659,,,,0,,,,,,,370,,,,,,
T,942694159,L,1,2,0,99,14,11,2,0,0,8000,31,1,24,80,1,1
H,959260307,a,1,4,0,99,4,11,2,0,0,1352,31,1,24,100,1,1
Q,246891527,L,1,4,0,99,**,11,2,0,500,2790,25,1,25,80,1,2
Q,952493183,P,1,4,0,99,**,#,2,0,0,1,63,0,57,50,1,1
T,952521932,L,1,4,0,99,**,11,1,0,0,830,25,1,20,110,1,0
K,943154522,a,1,4,1,10,28,11,2,3,0,324,31,1,22,100,1,0
T,946863185,L,1,4,0,99,14,#,2,0,0,6620,42,1,34,100,1,1
T,961555869,L,1,2,0,99,13,#,2,0,0,1,18,1,40,20,1,1
T,996990712,L,1,2,0,99,27,11,2,0,0,529,48,1,48,10,28,1
,985945123,,,,1,,,,,,,360,,,,,,
T,309866371,9,2,90,0,99,13,#,#,0,0,11448,0,0,999,20,16,0
T,246591049,L,1,4,0,99,**,11,2,0,0,4688,43,1,43,100,1,0
N,804807089,L,1,2,0,99,31,11,2,0,0,2050,33,1,24,70,1,0
,977254722,,,,0,,,,,,,1550,,,,,,
,945545890,,,,0,,,,,,,720,,,,,,
H,991818590,L,1,2,0,6,7,#,2,3,0,1500,17,1,47,10,1,0
T,958171460,L,1,4,0,99,**,#,1,0,0,2377,60,1,56,50,1,1
T,250607102,L,1,4,0,99,10,#,2,0,0,1,15,1,41,20,1,0
T,954771131,L,1,4,0,99,13,11,1,0,0,1080,33,1,25,100,1,0
T,958098579,L,1,4,0,99,14,11,1,0,0,400,39,1,32,100,1,1
T,243201916,L,1,4,0,99,8,#,1,0,500,1058,57,1,57,80,1,1
T,982690856,L,1,4,0,99,14,12,2,0,0,4298,17,1,47,20,1,0
K,615957616,L,1,4,0,99,**,#,2,0,0,324,55,1,45,100,1,0
,989928856,,,,0,,,,,,,400,,,,,,
K,992578262,a,1,4,0,99,27,12,2,0,0,1080,33,1,30,70,8,0
Q,903939929,L,1,2,0,99,42,#,2,0,0,57165,48,1,31,70,99,1
T,325501558,L,1,2,0,99,12,#,2,0,0,108,44,1,31,80,1,0
K,964816408,a,1,4,0,4,**,11,1,9,0,130,24,1,18,10,1,1
T,980271018,L,1,4,0,99,13,11,2,0,0,130,30,1,27,70,1,0
C,991975641,L,1,4,0,99,24,12,2,0,0,720,11,1,47,2,1,0
K,955625720,L,1,2,0,99,30,#,1,0,0,240,21,1,16,60,1,3
C,946448439,L,1,2,0,99,**,#,2,0,0,480,29,1,20,60,1,0
T,326501654,L,1,2,0,99,10,11,1,0,0,537,47,1,37,70,1,1
C,952291678,L,1,2,0,99,21,#,2,0,0,2000,59,1,54,50,1,1
T,980691041,L,1,2,0,99,**,11,2,0,500,324,57,1,54,50,1,0
,957213905,,,,0,,,,,,,1470,,,,,,
T,957911818,L,2,2,0,99,13,#,2,0,0,120,999,1,999,50,2,1
D,954542013,L,1,2,0,99,1,#,2,0,0,2220,25,1,18,60,17,0
Q,952339798,L,1,3,0,99,43,11,1,0,0,1501,34,1,28,100,8,0
,943194624,,,,0,,,,,,,7050,,,,,,
K,240502127,L,1,2,0,99,29,11,2,0,0,5288,13,1,35,20,1,1
C,514880087,L,2,4,0,99,23,#,#,0,0,6600,0,1,999,110,99,1
T,942485070,L,1,2,0,5,1,12,1,4,0,8539,27,1,21,0,8,1
C,515111769,L,1,2,0,99,**,#,2,0,0,2149,47,1,61,10,1,2
N,253805483,9,1,2,0,99,32,#,1,0,500,250,29,#,29,70,1,0
K,952294356,L,1,4,0,99,27,11,2,0,0,1007,30,1,25,110,1,1
,244835089,,,,0,,,,,,,7980,,,,,,
T,951534923,a,1,3,0,99,26,11,1,0,0,21120,28,1,20,60,1,1
,250378569,,,,0,,,,,,,360,,,,,,
,606306881,,,,0,,,,,,,120,,,,,,
T,971023478,L,1,2,0,99,14,12,2,0,0,324,56,1,50,100,1,0
T,245245857,L,1,2,0,99,13,11,2,0,0,3310,63,1,63,50,1,1
T,990999725,9,2,2,0,99,13,#,#,0,0,108,0,51,999,100,3,0
Q,241760464,L,1,2,1,3,**,#,1,6,500,2350,29,1,29,5,1,0
,314145548,,,,0,,,,,,,12720,,,,,,
T,989862112,L,1,4,0,99,**,12,1,0,0,3200,53,1,51,80,1,1
T,963229101,L,1,4,0,99,**,#,1,0,0,108,66,1,62,100,1,0
C,981285139,a,1,2,0,99,23,12,2,0,0,324,38,1,33,100,1,0
T,984915256,L,1,3,0,99,13,16,1,0,500,600,35,1,34,50,1,0
T,301495095,a,1,4,0,99,9,#,1,0,0,120,47,1,27,170,1,0
T,303198230,L,1,2,0,99,11,#,2,0,0,59990,35,1,16,60,1,0
T,996501907,L,1,2,0,7,**,#,2,6,0,266,26,1,26,3,1,1
Q,990468738,L,1,4,0,99,**,11,2,0,0,2678,24,1,23,80,1,1
T,315080012,L,1,2,0,99,**,#,1,0,0,600,70,0,51,50,1,0
N,247949775,L,1,4,0,9,34,11,2,2,0,410,44,1,42,50,1,0
K,988809853,L,1,4,0,99,27,12,2,0,0,1600,39,1,37,90,1,1
T,325277319,L,1,4,0,99,13,#,1,0,0,400,71,1,58,50,1,0
,247054069,,,,0,,,,,,,980,,,,,,
H,204392498,L,1,2,0,99,4,#,2,0,0,324,34,1,23,100,99,1
Q,246506135,L,1,4,0,99,40,11,1,0,0,700,32,1,30,80,1,1
T,951455563,L,1,2,0,99,10,11,1,0,0,3037,23,1,17,60,17,1
T,952217104,L,1,2,0,99,12,11,2,0,0,194,29,1,23,100,8,0
K,607526079,L,1,2,0,99,28,#,1,0,0,540,34,1,27,100,20,0
,982533097,,,,0,,,,,,,60,,,,,,
K,614182113,L,1,2,0,99,26,#,2,0,0,1137,41,1,25,80,1,1
T,328468950,a,1,4,0,99,13,11,1,0,0,2149,27,1,17,100,1,1
K,245765866,L,1,2,0,8,**,12,2,4,0,328,37,1,40,20,1,1
T,962922235,L,1,4,0,99,11,12,1,0,0,2167,51,1,47,100,1,0
Q,970482866,L,1,4,0,99,**,12,2,0,0,4536,26,1,22,100,1,0
T,326146695,L,1,2,0,99,13,#,1,0,0,324,59,1,48,100,8,0
K,981110181,L,1,2,0,99,27,12,2,0,0,864,16,1,40,20,1,0
C,504195759,L,1,4,0,99,22,#,1,0,0,960,37,1,19,90,1,0
Q,967540999,L,1,2,0,99,40,12,2,0,0,540,27,1,21,100,17,0
T,966459248,L,1,2,0,99,**,#,1,0,0,230,50,1,46,60,1,0
T,316647122,a,1,2,0,99,12,#,1,0,0,12000,43,1,27,60,1,0
Q,980690312,L,1,4,0,99,43,#,1,0,0,120,19,1,46,20,99,1
S,992475770,L,1,2,0,10,37,12,2,1,500,120,54,1,53,100,1,0
T,944694479,L,1,2,0,99,12,#,1,0,0,3000,27,1,20,60,1,0
,253849736,,,,0,,,,,,,1230,,,,,,
T,970740492,L,1,3,1,3,12,#,1,7,0,60000,48,1,42,60,1,1
,965668681,,,,0,,,,,,,250,,,,,,
K,240106201,a,1,4,0,99,**,12,2,0,0,700,24,1,21,90,1,1
,256173069,,,,0,,,,,,,120,,,,,,
N,253350651,a,1,4,0,99,34,12,1,0,0,5861,34,1,32,80,1,1
T,947025982,L,1,2,0,99,13,11,2,0,0,20870,60,1,52,80,1,0
C,966175206,L,1,2,0,99,**,11,2,0,0,1007,31,1,28,70,1,1
Q,245065618,L,1,2,0,99,44,11,2,0,0,148,28,1,26,50,1,1
T,259722964,L,1,1,0,99,**,#,2,0,0,1,13,1,44,3,1,0
C,961698322,L,1,3,0,99,22,#,1,0,0,2970,19,1,36,100,1,0
T,986909697,L,1,2,0,99,5,11,2,0,0,6200,23,1,21,50,1,1
K,243764537,L,1,2,0,99,**,11,1,0,0,11640,63,1,63,50,1,0
T,972054508,L,1,4,0,99,13,#,2,0,0,1556,15,1,12,20,8,0
C,986679592,L,1,2,0,99,23,11,1,0,0,378,41,1,37,100,1,0
T,313089454,L,1,4,0,99,14,#,1,0,0,40000,41,1,22,120,1,0
T,252126553,a,1,2,0,99,13,12,1,0,0,2120,22,1,22,50,1,0
K,241093004,L,1,4,0,99,28,#,2,0,500,240,28,1,27,90,1,0
C,514704366,L,1,2,0,99,40,#,2,0,0,2179,35,1,22,80,1,1
,963674427,,,,0,,,,,,,10800,,,,,,
K,614106186,a,1,2,0,99,27,#,2,0,0,480,48,1,31,100,20,0
K,245165123,L,1,4,0,99,27,11,1,0,0,3900,34,1,32,80,1,0
T,316853561,L,1,4,0,99,12,#,1,0,0,10445,35,1,22,90,1,1
C,953060002,L,1,2,0,99,23,#,2,0,0,1500,20,1,46,60,1,1
Q,979334270,L,1,2,0,99,40,#,2,0,0,3320,35,1,32,30,22,0
,979770975,,,,0,,,,,,,1300,,,,,,
T,966943474,a,1,2,0,99,**,11,1,0,0,13730,24,1,17,50,1,1
N,804162012,L,1,2,1,10,32,#,1,3,0,756,69,1,58,100,1,0
K,607429307,L,2,2,0,99,26,12,#,0,0,324,0,1,999,100,1,0
N,250800074,L,1,4,0,99,**,#,1,0,0,500,24,1,24,100,1,0
,323345071,,,,1,,,,,,,1380,,,,,,
T,306793259,a,1,2,0,99,1,#,2,0,0,1284,52,1,39,100,1,0
K,603699845,L,1,4,0,99,27,#,2,0,0,56,36,1,18,90,8,0
K,959307840,a,1,4,0,99,**,11,1,0,0,324,24,1,50,100,1,0
,605494117,,,,1,,,,,,,1650,,,,,,
,800887291,,,,0,,,,,,,360,,,,,,
D,954614011,L,1,2,0,99,**,12,2,0,0,540,39,1,36,100,1,0
,516723788,,,,1,,,,,,,1200,,,,,,
T,314847832,L,1,2,0,99,12,#,1,0,0,1200,35,1,18,100,1,0
T,962321129,L,1,2,0,10,41,11,1,3,0,1800,38,1,31,3,1,0
T,946181122,a,1,4,0,99,13,#,2,0,0,173,17,1,41,20,1,0
N,800613188,a,1,4,0,99,33,#,2,0,0,540,57,1,36,140,99,1
K,940703168,L,1,4,0,99,**,11,2,0,0,324,60,1,51,100,1,0
K,249260919,a,1,4,0,99,27,#,1,0,0,240,52,1,52,80,1,0
T,254235236,L,1,4,0,99,13,#,2,0,500,302,39,1,37,80,1,0
D,991952312,L,1,4,0,99,**,12,1,0,0,1058,19,1,18,50,8,1
D,250605826,L,1,2,0,99,1,#,1,0,0,1700,15,1,48,20,99,1
T,244214468,L,1,4,0,99,11,#,1,0,0,49820,28,1,28,50,8,0
K,986075373,L,1,2,0,7,27,12,1,2,0,480,19,1,48,30,1,1
K,972581461,a,1,3,0,99,28,11,1,0,0,65042,31,1,26,80,1,1
T,988015910,L,1,4,0,99,14,#,2,0,500,378,40,1,39,90,1,1
T,325764052,a,1,2,1,10,13,#,1,3,0,20789,39,1,25,30,25,0
T,244229997,L,1,4,0,99,**,#,2,0,500,100,61,1,61,50,1,0
C,975267047,L,1,4,0,99,23,#,1,0,0,150,29,1,23,80,1,0
K,607531603,L,1,2,0,99,28,11,1,0,0,2600,32,1,25,80,1,1
H,979110383,a,1,2,1,10,4,12,1,3,0,324,27,1,24,100,1,0
T,250746051,a,1,2,0,99,11,12,2,0,0,598,22,1,22,50,1,1
,306949705,,,,0,,,,,,,980,,,,,,
T,987020642,a,1,4,1,4,14,#,1,3,0,10000,26,1,22,10,1,1
T,969783055,L,1,2,0,99,**,11,1,0,0,4600,46,1,43,50,1,0
,251760776,,,,0,,,,,,,240,,,,,,
K,988846533,L,1,2,0,3,29,12,1,6,0,3908,23,1,22,5,1,1
T,306472369,a,1,4,0,99,13,#,2,0,0,390,31,1,18,120,11,1
T,310144826,L,1,4,0,99,13,#,2,0,0,3600,47,1,27,110,1,1
T,256216364,L,1,4,0,99,13,#,1,0,500,2149,71,1,71,30,6,0
T,966029120,L,1,4,0,99,14,11,2,0,0,324,27,1,21,100,17,0
Q,254781222,L,1,4,0,99,46,#,1,0,500,1,48,1,48,5,1,0
S,963432939,a,1,4,0,99,27,11,1,0,0,2190,38,1,31,100,1,0
T,253481157,a,1,4,0,99,11,#,2,0,0,240,41,1,39,5,26,0
C,508443021,0,1,2,0,99,**,#,1,0,0,41960,25,0,15,50,1,0
C,506995428,a,1,90,0,99,22,#,1,0,0,32646,46,1,30,90,1,1
Q,990502983,L,1,4,0,99,40,12,1,0,0,999,1,1,25,2,1,1
D,998032217,L,1,2,0,99,1,12,2,0,0,518,17,1,17,20,8,1
H,946085547,a,1,2,0,99,4,#,2,0,0,4400,31,1,22,70,1,0
Q,947155718,L,1,4,0,99,26,#,1,0,0,2988,34,1,28,90,1,1
H,203068010,L,1,4,0,99,5,#,1,0,0,5760,64,1,48,50,1,0
T,307447867,L,1,2,0,99,13,#,1,0,0,1519,42,1,30,100,1,0
D,240578353,L,1,2,0,99,**,#,2,0,0,6279,19,1,43,20,1,0
C,515665488,L,1,4,0,99,23,11,2,0,0,480,72,1,62,50,1,0
,957046988,,,,0,,,,,,,480,,,,,,
T,251517983,L,1,4,0,99,14,12,1,0,0,1080,36,1,36,80,1,1
K,987663748,L,1,2,0,99,28,11,1,0,0,540,41,1,40,100,1,0
Q,258339529,L,1,4,0,99,**,#,2,0,500,120,45,1,45,30,1,0
T,944249487,L,1,4,0,99,13,#,2,0,0,324,39,1,33,110,10,1
K,250073383,#,1,4,0,99,**,#,2,0,500,1487,39,#,39,40,1,0
T,241158153,L,1,4,0,99,**,11,2,0,0,500,1,1,30,2,1,1
T,327879894,L,1,4,0,99,**,11,2,0,0,324,52,1,44,100,1,0
T,313296879,L,1,4,0,99,11,#,1,0,0,360,48,1,29,100,99,0
,994502746,,,,0,,,,,,,2540,,,,,,
C,962410311,L,1,2,0,99,**,11,2,0,0,700,66,1,62,50,1,1
K,981547777,L,1,4,0,99,27,12,2,0,0,3980,25,1,21,90,8,0
N,961358918,L,1,2,0,99,34,#,1,0,0,360,46,1,42,70,99,1
T,242134877,L,1,3,0,99,**,11,2,0,500,400,43,1,41,50,1,1
T,253360352,L,1,4,0,99,**,#,2,0,500,1,10,1,38,2,1,0
Q,907484591,a,1,2,0,99,43,#,1,0,0,960,37,1,27,60,1,0
C,513220766,L,1,2,0,99,23,#,1,0,0,240,50,1,31,60,1,0
,248946152,,,,0,,,,,,,2000,,,,,,
C,241946221,L,1,4,0,99,**,#,2,0,500,100,24,1,24,90,1,0
K,605843869,L,1,2,0,99,23,#,1,0,0,10000,36,1,22,50,1,0
Q,252750672,a,1,1,1,99,40,12,1,0,0,1499,57,1,20,3,6,0
C,507814431,L,1,2,0,99,23,#,2,0,0,324,31,1,18,10,1,0
,952785716,,,,0,,,,,,,1200,,,,,,
K,255531268,L,1,4,0,99,28,11,1,0,500,360,37,1,36,90,1,0
H,993840365,L,1,2,0,8,5,12,2,1,500,432,65,1,63,50,1,1
D,948450561,L,1,3,0,99,1,12,2,0,0,120,27,1,21,90,17,1
K,252600454,L,1,4,0,99,**,11,2,0,500,240,60,1,60,50,1,0
C,255766806,a,1,2,0,99,23,#,2,0,0,6480,18,1,16,3,8,0
T,940047681,L,1,2,0,99,**,#,2,0,0,864,31,1,24,100,1,0
R,703698501,L,1,2,0,99,17,#,1,0,0,120,59,1,50,60,1,0
D,240714005,L,1,2,0,99,1,#,2,0,0,2116,16,1,45,20,2,0
T,313215120,L,1,4,0,99,14,#,2,0,0,864,46,1,28,100,8,0
T,942607839,L,1,90,0,99,**,11,2,0,0,294,30,1,23,100,1,0
T,992547393,L,2,3,0,99,41,12,#,0,0,250,0,1,999,50,1,0
,983178990,,,,0,,,,,,,980,,,,,,
K,968055835,a,1,4,0,99,26,12,1,0,0,42950,37,1,31,90,1,0
T,944034660,L,1,2,1,3,40,12,2,3,0,130,18,1,45,10,1,0
Q,907474962,a,1,2,0,99,43,#,2,0,0,324,24,1,33,100,1,0
,340652529,,,,1,,,,,,,120,,,,,,
K,951874101,L,1,2,0,99,27,11,2,0,0,2202,25,1,19,110,1,0
,256070914,,,,0,,,,,,,960,,,,,,
T,996664959,L,1,4,0,99,**,12,2,0,0,2678,11,1,40,20,1,1
H,956547674,a,1,2,0,10,7,11,2,2,0,8070,25,1,18,40,1,0
T,961289755,L,1,2,0,10,13,11,2,3,0,2350,38,1,33,0,1,0
N,993491441,L,1,4,0,99,34,12,2,0,0,900,28,1,27,80,1,1
T,241397850,L,1,4,0,99,29,12,2,0,0,20,45,1,44,70,1,1
H,256159112,L,1,2,0,99,**,11,1,0,500,1800,26,1,26,10,1,0
,254027894,,,,0,,,,,,,370,,,,,,
T,340286942,L,1,4,0,99,13,11,1,0,0,324,31,1,21,100,1,0
T,314005349,L,1,3,0,99,13,#,2,0,0,700,48,1,28,70,1,1
C,506296903,a,1,2,0,99,23,#,2,0,0,2466,46,1,28,80,1,1
K,957411231,L,1,4,0,99,**,11,2,0,0,3600,37,1,32,90,1,1
,254481679,,,,0,,,,,,,800,,,,,,
K,616190462,L,1,2,0,99,28,#,1,0,0,5188,35,1,27,50,1,1
T,982158693,L,1,2,1,3,13,#,2,8,0,324,17,1,47,100,1,0
T,959595881,a,1,4,0,99,12,#,2,0,0,500,41,1,34,80,1,1
N,804099747,L,1,2,0,99,34,#,1,0,0,886,58,1,46,60,99,1
T,249503571,#,1,4,0,99,**,#,1,0,500,432,66,0,66,50,1,1
T,247170141,a,1,4,1,8,8,11,1,5,0,663,23,1,21,100,1,0
C,255211498,a,1,2,0,99,23,#,1,0,0,360,14,1,46,20,1,0
T,313808845,a,1,2,0,99,14,#,2,0,0,324,53,1,32,90,1,0
,997245188,,,,0,,,,,,,960,,,,,,
T,947352662,a,1,4,0,99,13,#,2,0,0,3010,30,1,21,100,17,0
,963016100,,,,0,,,,,,,130,,,,,,
K,613175101,L,1,2,0,99,27,#,1,0,0,594,49,1,30,80,1,1
Q,246817381,L,1,4,0,99,**,#,2,0,500,540,44,1,41,80,1,1
N,240715574,L,1,4,0,99,33,#,2,0,0,1080,13,1,43,20,1,1
K,604357810,L,1,4,0,99,**,#,1,0,0,972,79,1,30,50,1,1
T,246805303,L,1,2,0,99,11,11,1,0,500,1023,52,1,50,50,1,1
T,986522861,L,1,4,0,99,11,11,2,0,0,250,38,1,37,100,1,1
,942472963,,,,0,,,,,,,1730,,,,,,
Q,987865183,L,1,4,0,99,**,11,2,0,0,780,35,1,34,90,1,1
Q,906902290,L,1,4,0,99,40,12,2,0,0,648,65,1,55,100,98,0
K,258622075,L,1,2,0,99,**,16,2,0,500,240,34,1,34,30,21,0
H,250465577,L,1,4,0,99,7,16,2,0,0,1440,50,1,48,50,1,0
N,257379040,L,1,2,0,99,33,16,2,0,500,1,43,1,43,30,1,0
H,970576210,a,1,4,0,99,4,#,2,0,0,1544,21,1,15,70,8,2
Q,907545595,L,1,2,1,4,46,12,2,3,0,2050,27,1,18,20,1,0
Q,962076281,a,1,2,1,10,40,#,1,3,0,540,22,1,58,100,1,0
C,953940277,L,1,3,1,10,22,12,1,3,0,324,25,1,18,0,17,0
H,989513870,L,1,2,0,99,4,12,1,0,500,960,45,1,44,50,1,0
K,257907397,L,1,4,0,99,**,11,1,0,500,180,48,1,47,30,1,0
R,949048250,L,1,2,0,99,28,#,2,0,0,6997,43,1,36,60,1,1
T,317300991,L,1,2,0,99,13,#,1,0,0,518,40,1,28,100,1,0
Q,968108694,L,1,4,0,99,40,12,2,0,0,324,27,1,23,110,10,0
,976760317,,,,0,,,,,,,130,,,,,,
K,616046563,L,1,4,0,99,13,#,1,0,0,1558,37,1,29,120,1,1
N,969915211,L,1,2,0,10,**,#,1,3,0,960,25,1,20,3,1,0
,204428262,,,,0,,,,,,,1900,,,,,,
,957205883,,,,0,,,,,,,1200,,,,,,
N,804304408,L,1,2,0,99,34,#,1,0,0,3390,35,1,24,60,1,1
N,970242276,L,1,2,0,99,**,11,2,0,0,250,24,1,21,80,1,0
,251835977,,,,0,,,,,,,32800,,,,,,
T,944887103,L,1,4,0,99,**,#,2,0,0,324,17,1,39,20,1,0
K,249597361,L,1,2,0,99,27,#,2,0,0,830,30,1,29,50,10,1
H,950072635,L,1,2,0,99,7,#,2,0,0,12400,37,1,31,60,1,1
C,258340247,a,1,4,0,99,**,#,1,0,0,1,29,1,29,30,1,0
K,959875263,L,1,2,1,7,30,#,1,6,0,380,38,1,34,0,1,0
T,941046676,L,1,4,0,99,15,11,2,0,0,648,40,1,31,100,1,0
C,242244111,a,1,2,0,99,22,#,2,0,0,120,15,1,50,20,1,0
T,326962511,a,1,4,0,99,11,#,1,0,0,1000,37,1,27,90,1,0
T,986624095,a,1,3,0,3,14,12,2,6,0,5000,28,1,24,5,1,1
Q,990573632,L,1,3,0,99,40,12,1,0,0,9360,44,1,43,50,1,0
T,340547176,L,1,2,0,99,9,#,2,0,0,5960,27,1,20,50,20,1
T,962694863,L,1,4,0,99,9,12,1,0,0,1080,29,1,25,100,1,0
C,242202793,L,1,4,0,99,21,12,1,0,0,324,47,1,46,100,1,0
T,314075585,L,1,2,0,99,11,#,1,0,0,4800,44,1,24,50,2,0
,305649154,,,,0,,,,,,,7300,,,,,,
,247591197,,,,0,,,,,,,110,,,,,,
K,247678389,L,1,4,0,99,**,#,2,0,500,6248,17,1,47,20,1,1
D,953237394,L,1,4,0,99,1,11,1,0,0,205,51,1,46,100,1,0
S,403847354,L,1,3,0,99,**,11,2,0,0,1080,34,1,26,90,1,0
C,248410990,L,1,2,0,99,**,#,2,0,0,49080,67,1,67,50,1,0
T,327743273,L,1,2,0,10,**,12,2,2,0,30137,36,1,27,40,1,1
T,959059189,#,1,2,1,3,13,#,1,8,0,1007,28,1,21,3,1,1
,307724466,,,,0,,,,,,,1440,,,,,,
,256046863,,,,0,,,,,,,240,,,,,,
S,254511705,L,1,2,1,5,38,#,2,1,500,1960,21,1,21,20,1,0
K,257362974,L,1,4,0,99,27,11,2,0,500,1,37,1,37,30,1,0
T,956121089,L,1,4,0,99,13,#,2,0,0,324,56,1,49,90,1,1
K,605267741,L,1,2,0,99,28,#,2,0,0,300,28,1,13,100,9,0
T,981558572,L,1,4,0,99,22,11,1,0,0,432,13,1,37,20,1,1
,973976353,,,,0,,,,,,,300,,,,,,
K,603022138,0,1,2,0,9,27,#,2,1,0,1,70,1,51,50,1,0
T,317471306,a,1,4,0,99,13,#,1,0,0,1080,29,1,15,100,1,1
K,970616859,L,1,4,0,99,26,#,1,0,0,540,18,1,15,20,17,1
,958315879,,,,0,,,,,,,130,,,,,,
,953747612,,,,0,,,,,,,840,,,,,,
,958807324,,,,0,,,,,,,850,,,,,,
T,965758780,L,1,2,0,3,20,12,2,7,0,130,20,1,16,10,10,0
K,605440951,a,1,2,0,99,28,#,1,0,0,1058,36,1,19,70,99,1
T,982354086,L,1,4,0,99,14,12,2,0,0,432,17,1,45,20,1,0
K,614756464,L,1,4,0,99,28,#,1,0,0,8809,26,1,14,110,1,1
T,990175836,a,1,2,0,99,13,#,1,0,0,1058,28,1,25,30,8,1
S,403151101,L,1,2,0,99,37,#,2,0,0,1080,63,1,46,50,1,1
T,972542929,a,1,4,0,99,13,12,2,0,0,648,25,1,47,100,1,0
C,242244346,L,1,4,0,99,**,#,2,0,500,980,17,1,45,20,1,0
C,504332131,L,1,4,0,99,23,#,1,0,0,360,41,1,24,100,1,0
T,323744160,L,1,2,0,8,13,#,2,1,0,2484,38,1,20,100,1,0
C,941205224,a,1,4,0,99,23,11,1,0,0,324,46,1,37,100,1,0
T,327289469,L,1,3,0,5,13,#,1,4,0,2149,43,1,34,0,8,1
T,325237948,L,1,4,0,99,11,#,2,0,0,324,27,1,40,100,1,0
Q,907204694,L,1,4,0,99,27,12,2,0,0,4860,40,1,29,100,1,0
Q,250904934,a,1,4,0,99,40,#,2,0,0,1800,17,1,43,100,1,0
R,969996064,L,1,3,0,99,18,11,2,0,0,4866,50,1,47,100,1,1
H,248672967,L,1,2,0,99,**,#,1,0,500,3120,16,1,49,20,1,0
T,241168554,L,1,4,0,99,14,11,2,0,0,302,28,1,27,100,1,0
H,990859341,L,1,2,0,99,7,#,1,0,0,600,16,1,45,20,1,0
,988183077,,,,1,,,,,,,1600,,,,,,
H,952937512,L,1,4,0,99,4,11,2,0,0,1007,48,1,43,130,10,1
K,981368617,L,1,3,0,99,27,#,2,0,0,500,21,1,19,70,1,0
Q,907615225,L,1,2,0,99,45,#,2,0,0,77,22,1,16,60,17,1
T,240740364,#,1,4,0,99,11,12,1,0,500,480,48,#,47,90,1,0
T,982653069,L,1,4,0,99,13,12,2,0,0,240,24,1,49,80,1,0
T,325431295,L,1,3,1,4,14,#,1,9,0,1,50,1,38,3,1,0
K,258730958,a,1,4,0,99,**,#,2,0,0,1,19,1,46,20,1,0
Q,944891222,a,1,2,0,99,**,11,2,0,0,4598,29,1,20,80,1,1
K,247149078,9,1,2,0,99,**,11,1,0,500,3960,33,#,33,50,1,0
T,992414110,L,1,4,0,99,11,#,2,0,500,1544,48,1,47,80,1,1
T,906625667,L,1,4,0,99,45,11,1,0,0,500,46,1,34,90,20,0
K,607291971,L,1,2,1,10,27,#,1,3,0,360,84,1,77,3,1,0
T,962010225,a,1,2,0,99,42,11,2,0,0,6000,37,1,30,50,1,0
K,242025125,L,1,4,0,8,**,#,2,1,0,3600,23,1,21,50,1,0
T,948127036,L,1,2,0,99,13,11,1,0,0,9320,25,1,19,50,8,1
T,243682218,#,1,4,0,99,14,#,2,0,500,324,25,#,24,100,1,0
,614446314,,,,0,,,,,,,980,,,,,,
T,944607999,L,1,4,0,99,15,11,1,0,0,540,40,1,34,100,10,0
,248490209,,,,0,,,,,,,3500,,,,,,
H,243682852,L,1,2,0,99,**,#,1,0,0,432,76,1,76,100,1,0
T,243166715,9,1,2,0,6,12,#,2,4,500,5720,31,#,29,10,1,1
T,959931797,L,1,4,0,99,**,11,1,0,0,15000,52,1,47,100,1,0
T,957189211,L,1,3,1,9,12,#,1,4,0,9750,22,1,17,0,17,1
K,603464172,a,1,2,0,99,25,#,2,0,0,400,55,1,34,70,1,1
R,993359512,L,1,2,0,99,17,#,1,0,0,240,27,1,26,50,1,0
N,800599733,L,1,2,0,99,34,#,1,0,0,7610,60,1,41,50,1,1
Q,997423836,L,1,4,0,99,44,12,2,0,0,8880,24,1,61,140,1,1
T,247333363,a,1,4,0,99,**,12,2,0,0,324,28,1,26,80,1,0
T,303307964,L,1,4,0,99,13,#,2,0,0,960,53,1,35,150,1,0
T,958570016,L,1,4,0,99,8,11,1,0,0,17304,35,1,30,90,1,1
T,307358152,a,1,4,0,99,13,11,2,0,0,2000,62,1,49,80,1,1
T,317268916,L,1,3,0,4,12,#,#,8,0,120,0,1,43,10,1,1
,945561875,,,,0,,,,,,,7900,,,,,,
T,950384907,L,1,4,0,99,13,#,2,0,0,302,34,1,37,100,99,0
K,257051873,a,1,2,0,99,27,12,1,0,0,960,42,1,42,30,1,0
C,508157018,L,1,4,0,99,23,#,2,0,0,6850,23,1,45,120,1,0
,991835410,,,,0,,,,,,,240,,,,,,
C,946037477,L,1,4,0,99,23,#,2,0,0,500,27,1,20,100,1,1
N,804924939,L,1,2,1,99,34,#,1,0,0,49960,71,1,60,50,1,0
T,248867223,L,1,4,0,99,**,#,1,0,500,1007,47,1,47,80,1,1
K,606472876,L,1,4,0,99,27,#,1,0,0,1512,30,1,20,100,1,0
C,254846976,a,1,4,0,99,23,#,1,0,0,2640,17,1,47,5,1,0
K,241488330,L,1,4,0,99,28,12,1,0,0,600,20,1,41,60,8,1
N,992652809,L,1,4,0,99,**,#,2,0,0,324,15,1,43,20,1,1
,952143460,,,,0,,,,,,,130,,,,,,
C,987795066,L,1,4,0,99,23,11,2,0,0,480,37,1,33,100,1,0
