customer_rank,arrears_at,identified_doc,career,pref,sex,region,bill_updage_count,id,domain,campaign,contract_type,entry_age,age,payway,arrears_count,amount,paid_flg,selling_method
100,99,1,12,13,2,T,0,946809860,0,L,1,47,23,4,0,324,0,1
10,3,1,11,**,2,T,1,956521278,0,L,1,38,43,3,3,1007,1,1
60,99,1,#,**,1,D,1,103541959,0,L,1,18,31,2,0,3000,0,1
0,4,8,#,14,2,T,0,249816720,0,L,1,19,19,2,7,250,1,1
20,99,1,12,10,2,T,0,986899069,0,L,1,50,18,2,0,640,0,1
3,7,1,#,1,1,D,0,104281357,0,L,1,27,38,3,6,2880,0,1
70,99,1,11,**,2,T,1,954746490,0,L,1,18,24,3,0,610,0,1
10,5,99,#,35,2,N,1,803215322,0,L,1,36,52,2,4,937,0,1
90,99,1,#,**,1,C,0,971189919,0,L,1,19,22,4,0,480,0,1
80,99,1,11,14,1,T,1,251801374,0,L,1,48,21,4,0,1080,0,1
60,99,10,#,13,2,T,1,973350664,0,L,1,21,25,2,0,5030,0,1
100,99,1,12,**,1,T,1,960770905,0,a,1,43,50,4,0,2014,0,1
50,99,1,#,27,2,K,0,970201602,0,L,1,55,59,2,0,400,0,1
100,99,10,#,26,1,K,0,614727666,0,L,1,34,49,4,0,2052,0,1
80,99,1,11,23,1,C,0,990033711,0,L,1,47,48,4,0,240,0,1
40,9,1,11,41,2,Q,1,965988348,0,a,1,17,23,4,1,1266,0,1
40,99,1,12,8,2,T,1,251408797,500,L,1,40,40,2,0,1134,0,1
10,3,10,12,20,2,T,0,965758780,0,L,1,16,20,2,7,130,0,1
100,99,1,#,23,2,C,0,505841346,0,L,1,16,32,2,0,864,0,1
0,4,1,#,47,2,Q,0,251826260,500,L,1,60,60,1,2,300,0,1
20,99,8,#,23,1,C,0,252238803,0,a,1,18,18,2,0,19220,0,1
50,99,1,12,23,1,C,1,247541364,500,L,1,37,39,2,0,324,0,1
50,99,1,#,23,2,C,0,994292216,0,L,1,42,43,2,0,120,0,1
50,99,1,#,8,1,T,0,303345612,0,L,1,22,68,2,0,9899,0,1
80,99,1,#,6,2,H,1,249539091,500,#,1,54,23,4,0,132,0,#
50,99,1,12,27,1,K,1,616104888,0,L,1,59,66,4,0,1500,0,1
110,99,1,12,**,1,T,0,941194962,0,L,1,40,50,4,0,400,0,1
30,99,1,11,12,1,T,0,253829096,0,L,1,28,28,2,0,960,1,1
80,99,6,#,14,2,T,1,300736390,0,L,1,22,42,2,0,424,0,1
110,99,10,12,14,2,T,0,966489257,0,L,1,31,35,4,0,771,0,1
20,99,1,11,**,2,T,0,242914997,0,L,1,44,12,4,0,960,0,1
100,99,1,12,13,2,T,0,318743047,0,L,1,27,34,2,0,3716,0,1
100,99,1,#,11,2,T,0,974965404,0,L,1,31,36,4,0,324,0,1
100,99,1,12,15,2,T,0,963797943,0,L,1,34,38,2,0,518,0,1
60,99,17,#,28,2,K,1,947199691,0,L,1,18,24,2,0,264,0,1
50,99,1,11,43,2,Q,0,244323509,0,L,1,37,37,2,0,480,0,1
50,99,1,#,35,1,N,0,984114216,0,R,1,29,30,3,0,4400,0,1
30,99,1,#,11,1,T,1,256897021,500,9,1,27,27,2,0,1080,0,#
100,99,1,#,14,2,T,0,947730846,0,L,1,21,27,2,0,7024,0,1
0,10,17,12,22,1,C,0,953940277,0,L,1,18,25,3,3,324,1,1
90,99,1,12,40,1,Q,1,306681331,0,L,1,34,44,4,0,2960,0,1
3,10,8,#,14,2,T,0,244226017,0,R,1,40,43,2,3,2960,0,1
100,99,1,11,1,2,D,1,945581327,0,L,1,49,55,4,0,1100,0,1
100,99,99,#,13,1,T,0,313144395,0,L,1,19,37,2,0,540,0,1
50,99,1,11,**,2,T,0,246025583,500,#,1,39,40,3,0,2800,0,#
50,99,1,11,**,2,D,0,952845356,0,L,1,59,64,4,0,240,0,1
110,99,1,11,27,2,K,0,951874101,0,L,1,19,25,2,0,2202,0,1
50,4,1,11,22,1,C,0,956703272,0,a,1,25,36,4,3,2330,0,1
60,99,8,12,13,2,T,1,990517724,0,L,1,47,48,4,0,4400,0,1
100,99,1,#,13,2,T,0,245625616,500,L,1,63,63,2,0,324,0,1
70,99,1,#,21,2,C,0,240883398,0,L,1,38,38,4,0,2980,0,1
100,99,1,11,**,2,T,0,326389768,0,a,1,30,43,2,0,600,0,1
130,99,1,11,35,2,N,1,804559682,0,L,1,32,44,4,0,8800,0,1
40,99,8,#,**,1,T,1,318175170,0,L,1,12,21,2,0,13776,0,1
100,99,1,12,10,1,T,0,340448282,0,L,1,45,52,4,0,13408,0,1
2,99,1,11,**,2,T,1,241647821,0,L,1,31,6,4,0,353,0,1
100,99,1,#,21,2,C,0,506942101,0,a,1,37,50,2,0,324,0,1
0,3,17,#,9,1,T,0,954805512,0,L,1,15,19,3,10,3000,0,1
3,99,28,16,13,2,T,0,251428942,500,L,1,66,66,1,0,1,0,1
100,99,1,#,21,1,C,1,507616408,0,L,1,25,38,4,0,1008,0,1
100,99,1,#,28,1,K,0,606760104,0,L,1,14,23,4,0,2900,0,1
1,3,1,#,1,1,Q,0,244188195,500,#,1,30,31,2,9,600,1,#
10,3,1,11,**,1,Q,0,960812974,0,a,1,20,26,2,6,240,0,1
100,99,1,#,26,2,K,1,947455680,0,a,1,22,28,4,0,226,0,1
20,99,1,11,43,1,Q,1,983453356,0,L,1,44,16,2,0,700,0,1
80,99,99,12,4,1,H,0,204679004,0,L,1,23,33,2,0,273,0,1
100,99,1,12,7,1,H,0,989187883,0,L,1,25,26,2,0,324,0,1
110,99,1,12,27,2,K,1,972211039,0,L,1,42,45,4,0,594,0,1
0,3,1,#,40,1,Q,1,988690637,0,L,1,20,21,3,6,980,0,1
70,99,17,#,27,1,T,0,950809770,0,a,1,18,26,4,0,4600,0,1
100,99,1,16,33,2,N,0,977961698,500,L,1,39,42,4,0,216,0,1
30,10,1,#,**,1,C,0,508883902,0,L,1,54,64,3,1,1,0,1
10,4,1,11,**,1,T,1,256163130,0,a,1,46,46,2,1,1620,0,1
110,99,1,12,**,2,N,1,989039300,0,a,1,45,49,4,0,5200,0,1
100,99,1,11,**,2,C,0,971626599,0,a,1,43,48,4,0,324,0,1
10,8,28,#,28,1,K,0,997102077,500,L,1,51,51,2,1,980,1,#
100,99,1,12,12,2,T,1,994608092,0,L,1,43,44,4,0,1007,0,1
60,99,1,11,**,1,T,0,942256211,0,L,1,52,59,2,0,240,0,1
50,9,1,#,28,2,T,1,340397328,0,L,1,49,57,3,1,780,0,1
30,99,1,#,**,1,T,1,257363527,0,a,1,46,46,2,0,120,0,1
80,99,1,#,**,2,C,0,506682160,0,L,1,14,29,4,0,400,0,1
90,99,1,11,13,2,Q,1,976924851,0,L,1,26,30,4,0,500,0,1
80,99,1,#,**,2,T,0,253257849,0,a,1,25,25,4,0,1800,0,1
130,99,1,11,**,2,R,1,952687519,0,L,1,24,29,2,0,3974,0,1
30,99,1,11,**,2,T,0,258024661,0,a,1,34,34,4,0,4248,0,1
10,4,1,#,23,2,C,1,947010864,0,L,1,21,27,4,2,1833,1,1
20,99,1,#,**,1,S,1,252926617,500,L,1,37,12,4,0,625,0,1
20,99,1,#,13,2,T,1,961555869,0,L,1,40,18,2,0,1,0,1
100,99,1,#,33,2,N,0,240662540,0,L,1,42,15,2,0,432,0,1
70,99,1,16,23,1,C,1,995260801,500,L,1,42,42,3,0,1980,0,1
100,99,1,11,**,2,C,0,965461482,0,a,1,22,28,2,0,1230,0,1
80,99,1,#,**,1,T,1,248867223,500,L,1,47,47,4,0,1007,0,1
70,99,1,#,**,2,C,1,255911318,0,a,1,27,27,4,0,540,0,1
20,99,1,11,**,2,C,0,252293291,0,L,1,44,20,4,0,120,0,1
0,3,1,#,**,1,H,0,995399787,0,a,1,36,39,2,7,2900,1,1
100,99,1,#,14,2,T,0,328210320,0,a,1,22,33,4,0,3996,0,1
10,5,1,11,13,2,T,1,945247792,0,a,1,27,36,2,7,1110,0,1
30,99,1,12,**,1,K,0,259329895,500,L,1,34,35,4,0,594,0,1
20,99,1,#,**,2,C,1,955273844,0,L,1,43,17,4,0,240,0,1
100,7,1,#,28,1,K,0,941939333,0,a,1,35,45,2,6,324,1,1
50,99,1,#,14,2,T,1,253169572,500,9,1,26,28,2,0,1007,0,#
90,99,17,#,13,1,T,0,951931493,0,L,1,18,24,4,0,240,0,1
5,99,1,#,**,2,K,0,256229846,500,L,1,49,49,4,0,594,0,1
100,6,99,#,36,1,S,0,403527354,0,L,1,52,63,2,7,1296,1,1
50,99,1,11,**,2,N,0,804590634,0,L,1,53,62,2,0,48740,0,1
100,99,1,#,14,2,T,0,990058498,0,L,1,42,17,4,0,324,0,1
60,99,1,12,26,2,N,1,963498673,0,L,1,39,42,2,0,541,0,1
30,99,1,11,**,2,C,0,259157391,0,a,1,47,47,4,0,1,0,1
10,3,1,11,27,1,K,0,959649290,0,L,1,25,29,2,6,3600,0,1
50,99,1,#,26,1,K,0,615996398,0,L,1,53,62,4,0,1,0,1
50,99,1,#,10,1,T,0,251572815,500,L,1,40,41,3,0,500,0,1
100,99,1,#,23,1,C,0,503952359,0,L,1,21,39,2,0,626,0,1
60,99,1,#,**,2,Q,1,907391480,0,L,1,15,54,2,0,5828,0,1
110,99,1,12,**,2,T,1,985974241,0,a,1,19,23,4,0,226,0,1
80,99,1,#,4,#,H,0,204955481,0,0,1,48,0,4,0,1,0,1
80,99,1,#,27,1,K,1,603741783,0,L,1,21,39,2,0,11020,0,1
50,99,8,#,28,1,K,0,600797308,0,L,1,41,62,2,0,240,0,1
50,99,1,11,**,1,K,0,243764537,0,L,1,63,63,2,0,11640,0,1
50,99,99,#,43,1,Q,1,962063047,0,L,1,53,19,2,0,2149,0,1
10,4,1,16,14,2,T,0,989465561,0,L,1,53,19,3,8,3627,1,1
30,6,27,12,13,2,T,0,243174566,0,L,1,23,23,2,4,500,0,1
20,99,1,#,44,2,Q,0,982472601,0,a,1,47,19,2,0,378,1,1
50,99,1,12,**,2,K,1,995774602,0,L,1,60,60,4,0,324,0,1
80,12,1,#,**,2,T,1,946570909,0,a,1,24,33,2,1,2527,0,1
70,99,1,#,18,1,R,0,703073756,0,L,1,22,38,4,0,840,0,1
20,99,8,12,46,1,Q,0,259309733,0,a,1,17,17,2,0,4115,0,1
100,99,1,#,**,2,T,0,313563285,0,L,1,18,37,2,0,324,0,1
60,99,1,11,30,2,T,0,986916742,0,L,1,50,51,2,0,2571,0,1
30,99,1,11,8,2,T,0,258753891,500,9,1,46,46,4,0,1,0,#
60,99,1,#,23,2,C,0,943708001,0,L,1,49,55,2,0,1320,0,1
50,99,1,12,9,2,T,0,251762896,0,a,1,45,46,2,0,1550,0,1
110,99,1,#,14,1,T,0,313904498,0,L,1,36,54,4,0,23000,0,1
50,99,26,#,23,1,C,1,515578057,0,L,1,20,30,2,0,240,0,1
70,99,1,11,**,2,K,0,969528784,0,L,1,20,24,3,0,324,0,1
100,99,6,#,27,2,K,0,615444810,0,a,1,21,33,2,0,256,0,1
100,3,1,#,1,1,D,0,104199707,0,L,1,37,46,2,8,540,1,1
3,5,1,11,14,1,T,0,516607425,0,L,1,22,29,2,7,980,0,1
50,99,1,11,**,2,H,0,959739191,0,L,1,54,58,2,0,9859,0,1
80,99,1,#,44,2,T,0,962116545,0,L,1,40,19,4,0,324,0,1
20,99,1,#,7,1,H,0,990859341,0,L,1,45,16,2,0,600,0,1
50,99,1,11,**,2,K,1,985844449,500,L,1,62,63,4,0,594,0,1
100,99,8,#,26,2,K,0,605133189,0,L,1,44,61,4,0,1404,0,1
80,99,1,11,27,1,K,0,245165123,0,L,1,32,34,4,0,3900,0,1
100,99,20,#,28,1,K,0,607526079,0,L,1,27,34,2,0,540,0,1
70,99,1,12,29,2,T,1,241397850,0,L,1,44,45,4,0,20,0,1
100,99,1,11,23,2,C,0,242057575,500,#,1,38,39,4,0,302,0,#
20,99,17,#,19,1,T,0,971142333,0,L,1,15,18,2,0,225,0,1
50,99,1,#,26,1,K,0,613209037,0,L,1,55,71,3,0,831,0,1
0,3,28,#,27,2,K,1,254138288,0,L,1,34,34,3,1,529,0,1
80,99,99,#,28,1,K,1,603103452,0,L,1,19,41,2,0,4990,0,1
40,99,8,#,27,2,K,0,974679047,0,P,1,29,31,3,0,120,0,61
100,99,99,#,33,2,S,0,403121613,0,L,1,40,56,2,0,194,0,1
3,10,1,#,23,2,C,0,966460078,0,L,1,33,39,4,3,130,1,1
90,99,1,12,26,1,K,0,968055835,0,a,1,31,37,4,0,42950,0,1
80,99,1,#,27,1,K,0,615147653,0,L,1,28,40,2,0,3479,0,1
30,99,8,#,12,2,T,0,252324877,500,L,1,69,69,2,0,1,0,1
60,99,1,12,**,2,H,0,953517409,0,L,1,36,43,3,0,480,0,1
3,3,1,11,14,1,T,0,943748224,0,a,1,19,28,2,7,1570,1,1
150,99,1,#,27,2,K,1,604743105,0,L,1,15,33,4,0,1400,0,1
100,99,1,11,12,2,T,0,964430095,0,L,1,28,32,4,0,378,0,1
60,99,1,12,39,1,S,1,246739422,500,L,1,56,56,2,0,700,0,1
10,5,22,11,11,1,T,1,980960544,0,L,1,28,30,2,5,580,1,1
90,99,1,#,27,2,K,0,244186086,500,L,1,25,27,4,0,18220,0,1
30,99,1,11,23,2,C,0,257937199,0,a,1,33,34,4,0,400,0,1
70,99,8,12,1,2,D,1,954077243,0,L,1,17,23,2,0,9230,0,1
20,99,1,#,40,2,Q,0,989637289,0,a,1,48,19,2,0,120,0,1
50,99,1,12,14,2,T,1,244836075,500,L,1,47,48,2,0,540,0,1
3,10,99,#,12,1,T,0,325548622,0,L,1,35,48,2,3,480,1,1
10,3,10,11,11,2,T,0,981291436,500,L,1,45,47,2,1,720,0,1
80,99,99,#,33,2,N,0,800451481,0,L,1,25,44,2,0,11800,0,1
50,99,8,12,31,1,N,0,249111561,500,L,1,20,20,3,0,11700,0,1
100,99,10,#,13,1,T,0,324877083,0,a,1,44,60,4,0,302,0,1
30,99,1,#,14,2,T,0,258832445,500,9,1,63,63,2,0,1280,0,#
0,4,1,12,11,2,T,0,249484734,0,L,1,45,17,2,6,130,1,1
3,10,1,11,28,1,K,0,989383407,0,a,1,35,38,4,3,600,0,1
80,99,1,#,28,1,D,1,103320431,0,L,1,11,25,2,0,700,0,1
40,99,1,#,**,2,T,0,244022906,0,a,1,22,24,2,0,430,0,1
40,99,8,12,13,2,T,1,240783141,0,L,1,47,47,2,0,1138,0,1
3,10,1,11,13,1,T,0,951816304,0,L,1,21,27,2,3,860,1,1
80,99,99,12,39,2,S,0,970489309,0,L,1,42,22,2,0,400,0,1
50,99,1,12,13,1,T,1,254853647,0,a,1,21,22,4,0,1007,0,1
60,99,1,#,27,1,K,0,616183761,0,a,1,66,22,2,0,3752,0,1
30,99,1,12,43,1,Q,0,257431752,0,a,1,24,24,3,0,324,0,1
50,99,1,#,**,1,H,0,203274394,0,L,1,23,73,4,0,120,0,1
2,99,1,11,22,1,C,1,989351642,0,L,1,32,10,4,0,334,0,1
100,99,1,#,**,2,R,0,982812005,500,L,1,45,47,4,0,324,0,1
80,99,1,#,**,1,T,1,247202272,500,L,1,56,58,4,0,324,0,1
40,99,8,11,28,1,K,0,980001807,0,L,1,36,41,2,0,650,0,1
100,99,99,#,27,1,N,0,803292677,0,L,1,17,32,4,0,324,0,1
50,99,1,#,**,1,Q,0,906419690,0,L,1,55,64,2,0,1,0,1
110,99,1,11,27,1,T,1,970125668,0,a,1,46,52,2,0,26640,0,1
50,10,1,11,**,1,T,0,242124525,0,L,1,44,47,4,1,108,0,1
100,99,1,12,1,1,D,0,104061452,0,L,1,24,34,2,0,1080,0,1
50,99,1,#,**,2,C,0,500685558,0,a,1,24,47,2,0,480,0,1
80,99,1,#,27,2,K,1,604287056,0,L,1,30,50,3,0,364,0,1
0,5,1,16,13,1,T,0,978306149,500,L,1,21,24,2,8,2040,1,1
3,99,1,12,**,1,K,0,991634963,0,L,1,21,22,4,0,6870,0,1
100,99,1,#,27,2,K,0,607542051,0,L,1,24,32,4,0,1800,0,1
20,99,1,#,**,2,Q,1,241811216,500,#,1,42,12,4,0,2548,0,#
3,4,17,12,13,1,Q,0,967577896,0,L,1,20,23,2,9,960,0,1
50,99,1,#,**,2,C,0,994457990,500,L,1,60,61,4,0,360,0,1
80,99,1,#,12,1,T,1,253579052,0,L,1,46,46,4,0,480,0,1
100,99,1,#,1,2,D,0,103610506,0,0,1,47,60,2,0,648,0,0
120,99,1,#,21,2,C,1,514673762,0,L,1,42,56,4,0,45200,0,1
100,99,1,11,14,1,T,0,964519390,0,L,1,58,65,4,0,100,0,1
40,99,1,#,14,1,T,0,250667505,0,L,1,31,33,4,0,2700,0,1
100,99,99,#,17,2,S,0,403249726,0,L,1,15,32,3,0,324,0,1
100,99,1,#,27,2,Q,0,905546162,0,L,1,19,31,4,0,540,0,1
60,99,1,11,33,2,N,0,995205972,500,L,1,25,27,2,0,960,0,1
70,99,1,11,**,1,K,0,956514141,0,L,1,51,56,2,0,13220,0,1
10,99,1,12,1,1,D,0,241484951,0,a,1,21,24,4,0,1200,0,1
100,10,1,#,23,2,C,0,987209100,0,L,1,43,45,2,3,324,1,1
100,99,1,11,**,1,K,0,964818440,0,L,1,39,43,2,0,324,0,1
100,99,8,#,13,1,T,0,314295607,0,L,1,43,35,4,0,324,0,1
5,99,1,#,8,1,T,0,256887274,500,L,1,79,79,3,0,2400,0,1
20,99,1,#,12,1,T,0,993153466,0,L,1,47,13,4,0,7600,0,1
50,99,6,#,**,1,N,2,944940657,0,L,1,15,21,2,0,360,0,1
100,99,1,12,**,2,C,1,991060382,0,L,1,36,37,4,0,2000,0,1
110,99,1,#,13,2,T,0,317081979,0,L,1,27,39,4,0,480,0,1
100,99,1,12,36,1,S,0,403736707,0,L,1,19,28,4,0,1296,0,1
100,99,1,11,14,1,T,0,241776370,500,9,1,24,27,2,0,324,0,#
130,99,10,11,27,2,K,1,950079648,0,L,1,48,53,4,0,216,0,1
90,99,1,12,1,2,T,0,972096624,0,L,1,29,35,4,0,6410,0,1
50,99,1,12,22,1,T,0,991236963,0,L,1,22,26,2,0,10799,0,1
10,3,1,#,**,1,H,1,946545706,0,L,1,26,31,2,5,5000,0,1
100,99,1,12,27,2,K,0,994499303,500,L,1,27,29,4,0,480,0,1
3,10,1,#,24,2,C,1,516224999,0,a,1,27,39,2,3,1580,1,1
3,99,1,11,**,1,C,0,515543911,0,L,1,29,39,4,0,1166,0,1
80,99,1,11,17,1,R,0,246070005,0,a,1,23,23,4,0,1000,0,1
80,99,1,#,27,2,K,0,241125745,0,L,1,44,43,4,0,240,0,1
70,99,1,11,18,2,R,0,954751444,0,L,1,21,26,2,0,480,0,1
100,99,8,#,11,1,T,0,964712191,0,L,1,54,59,4,0,648,0,1
100,99,1,12,**,2,T,0,953712195,0,L,1,45,53,4,0,324,0,1
50,10,1,12,**,2,T,0,985199831,0,L,1,22,23,3,1,324,0,1
30,99,1,#,**,1,K,0,258164075,0,a,1,65,65,4,0,120,0,1
20,99,1,#,40,2,Q,1,242936074,0,L,1,42,15,2,0,3668,0,1
5,3,8,#,12,2,T,0,245087415,0,L,1,21,21,1,8,2060,1,1
30,99,1,11,22,1,C,0,254034338,500,L,1,50,50,4,0,1,0,1
80,99,1,11,43,2,Q,1,241184518,0,L,1,35,38,4,0,356,0,1
100,99,1,11,**,2,Q,0,967899554,0,L,1,53,59,2,0,302,0,1
20,10,1,11,12,1,T,1,949381269,0,a,1,19,27,3,1,7210,1,1
50,99,1,11,**,1,T,0,255570483,0,a,1,60,60,4,0,23600,0,1
100,99,1,11,**,1,T,0,987476212,0,a,1,45,18,2,0,324,0,1
100,99,8,#,27,2,T,0,940786183,0,L,1,27,37,2,0,540,0,1
100,99,1,#,14,2,T,0,941734046,0,L,1,26,33,4,0,1180,0,1
100,99,1,11,13,2,T,0,950028563,0,L,1,24,30,4,0,460,0,1
50,99,1,12,11,1,T,0,248007701,0,a,1,65,67,4,0,2150,0,1
110,99,1,#,11,1,T,1,303232743,0,L,1,28,47,4,0,16,0,1
30,99,1,12,**,2,T,1,257350899,0,a,1,21,22,4,0,1590,0,1
2,99,1,12,40,1,Q,1,990502983,0,L,1,25,1,4,0,999,0,1
80,99,1,#,**,1,T,1,979721618,500,L,1,48,51,4,0,594,0,1
20,99,1,12,**,2,C,0,969135948,0,L,1,36,14,2,0,864,0,1
100,99,1,#,13,2,T,0,310324820,0,L,1,20,37,4,0,324,0,1
80,99,1,11,**,2,T,1,961269232,0,L,1,25,30,2,0,120,0,1
100,7,1,#,**,1,T,0,306891903,0,a,1,41,54,4,6,324,1,1
100,99,17,#,13,2,T,0,944781629,0,L,1,20,29,4,0,324,0,1
20,4,1,12,40,1,Q,0,975273142,0,L,1,62,66,2,2,9364,0,1
100,10,1,11,12,1,T,0,966902238,0,L,1,22,26,2,1,2180,0,1
30,99,1,12,27,2,K,0,258333879,0,a,1,36,37,4,0,3600,0,1
100,99,1,#,13,2,T,0,315659234,0,a,1,39,52,4,0,324,0,1
80,99,1,11,**,1,K,0,995580693,0,L,1,37,40,4,0,78720,0,1
2,99,1,12,**,1,K,0,969492748,0,L,1,39,8,4,0,1380,0,1
80,99,1,#,**,2,Q,1,996563783,500,L,1,32,32,4,0,797,0,1
110,99,1,#,14,2,T,1,325470234,0,L,1,22,35,4,0,500,0,1
100,99,99,#,38,2,S,0,403060715,0,L,1,31,19,2,0,540,0,1
100,99,10,#,13,1,T,0,955840257,0,a,1,29,36,2,0,32,0,1
60,99,17,12,3,1,T,0,947017376,0,L,1,20,27,3,0,218,0,1
90,99,1,11,**,1,T,1,961674491,0,L,1,26,30,4,0,700,0,1
40,99,8,11,25,2,K,0,990778270,0,L,1,23,24,2,0,2000,0,1
3,10,6,#,14,2,T,1,307934484,0,L,1,22,31,2,3,1007,1,1
50,99,1,#,29,1,Q,0,902097184,0,L,1,46,63,4,0,1800,0,1
70,99,1,11,9,2,T,0,995936097,0,L,1,38,39,4,0,1200,0,1
50,9,99,#,44,1,Q,0,901574335,0,L,1,49,68,2,1,1,0,1
30,99,1,11,40,2,Q,0,258311459,500,L,1,40,41,4,0,480,0,1
130,99,1,#,13,2,K,0,606097318,0,L,1,26,37,4,0,12852,0,1
50,99,8,#,27,2,K,0,991592717,500,L,1,66,69,4,0,1296,0,1
100,99,1,#,**,1,T,0,963229101,0,L,1,62,66,4,0,108,0,1
60,99,1,#,22,1,C,1,984493320,0,L,1,50,18,3,0,48043,0,1
60,99,1,#,**,1,D,0,253405668,500,L,1,59,59,4,0,1080,0,1
90,99,1,#,24,2,C,0,983329662,0,L,1,41,43,4,0,6744,0,1
130,99,1,11,**,2,C,0,965277394,0,L,1,50,54,4,0,341,0,1
100,99,99,#,17,2,R,0,703443846,0,R,1,31,43,4,0,324,0,1
110,99,1,12,13,2,T,0,940630811,0,a,1,23,32,4,0,1100,0,1
100,99,1,12,**,2,Q,0,243704569,0,L,1,30,32,2,0,240,0,1
70,99,1,#,**,1,C,1,515514342,0,L,1,13,23,2,0,12180,0,1
50,99,1,#,11,2,T,1,952514546,0,L,1,20,26,2,0,42863,0,1
50,99,1,12,**,1,K,1,248428195,0,L,1,35,60,4,0,1134,0,1
100,99,99,#,14,2,N,0,801002777,0,L,1,22,42,4,0,302,0,1
110,99,99,#,14,1,T,1,325711130,0,L,1,44,56,4,0,1262,0,1
100,99,1,12,13,1,T,0,980378660,0,L,1,24,27,4,0,324,0,1
110,99,99,#,23,1,C,1,505396047,0,a,1,16,35,4,0,1603,0,1
50,99,1,12,14,2,T,0,988675100,0,L,1,59,60,4,0,972,0,1
100,99,8,#,13,1,T,0,303497123,0,L,1,20,41,4,0,324,0,1
2,5,1,12,**,1,K,0,241240097,0,L,1,42,3,2,8,240,1,1
50,99,99,#,35,1,N,1,985175304,0,a,1,21,25,4,0,2149,0,1
120,99,10,#,14,2,T,0,952124234,0,L,1,27,33,4,0,240,0,1
100,99,1,#,27,1,K,0,603064839,0,L,1,22,41,2,0,648,0,1
50,8,1,#,**,1,N,1,244838748,500,#,1,61,61,1,1,540,0,#
100,99,1,#,17,1,T,0,959668088,0,L,1,33,38,4,0,302,0,1
50,99,1,#,**,1,T,1,251762757,500,#,1,42,42,4,0,2538,0,0
30,10,1,#,13,2,T,1,305656380,0,L,1,17,33,3,3,29000,0,1
50,99,8,#,6,2,H,1,204491164,0,a,1,18,31,2,0,422,0,1
20,99,3,#,28,#,T,1,945406644,0,#,2,999,0,90,0,324,0,51
3,4,8,#,22,1,C,0,962258170,0,L,1,44,18,2,9,2780,0,1
20,99,1,12,**,1,T,0,991011197,0,L,1,48,17,4,0,2713,0,1
100,3,17,11,9,1,T,0,943642907,0,L,1,19,26,2,3,2678,1,1
110,99,1,#,14,2,T,1,324853967,0,L,1,29,46,4,0,1007,0,1
90,99,1,#,**,1,H,0,204911090,0,L,1,15,25,4,0,540,0,1
5,99,1,#,23,2,C,0,257269539,500,L,1,48,48,2,0,400,0,1
20,99,1,12,45,1,Q,0,250072043,500,#,1,49,17,4,0,1000,0,#
120,99,1,#,27,2,K,0,603103678,0,L,1,28,47,4,0,3000,0,1
80,99,8,12,28,2,K,0,962144097,0,a,1,26,30,4,0,302,0,1
110,99,1,11,13,2,T,1,957974078,0,L,1,30,34,4,0,2585,0,1
70,99,17,#,14,2,T,1,959694178,0,a,1,18,25,4,0,7460,0,1
40,99,1,12,38,2,T,0,981017327,0,a,1,67,70,2,0,1,0,1
100,99,8,#,23,1,C,1,506978507,0,L,1,25,38,4,0,1090,0,1
130,99,1,11,34,1,N,0,804465055,0,a,1,24,36,4,0,2800,0,1
50,99,1,11,47,2,Q,0,994872324,0,L,1,45,46,3,0,1007,0,1
130,99,1,11,**,2,K,0,945617044,0,L,1,40,46,4,0,480,0,1
50,99,1,#,**,2,C,0,980366778,500,L,1,58,61,4,0,120,0,1
50,99,2,#,1,2,D,1,103565692,0,a,1,52,30,2,0,324,0,1
90,99,1,#,**,2,T,0,245939779,500,#,1,55,52,4,0,250,0,#
30,99,1,#,**,2,K,0,254279464,500,L,1,44,44,4,0,1,0,1
50,99,1,11,**,1,K,0,988563714,0,a,1,59,63,4,0,2640,0,1
100,99,1,#,**,1,Q,0,952251299,0,a,1,20,28,4,0,324,0,1
110,99,99,#,27,2,K,0,613623790,0,L,1,30,45,4,0,1920,0,1
100,99,1,#,**,2,T,0,940047681,0,L,1,24,31,2,0,864,0,1
70,99,1,#,24,2,C,0,506653268,0,L,1,14,31,3,0,69580,0,1
40,99,8,#,43,1,Q,0,953530877,0,L,1,15,21,3,0,3930,0,1
60,99,1,#,12,1,T,0,326568691,0,a,1,27,40,2,0,240,0,1
50,99,1,#,28,2,K,0,615942318,0,a,1,12,22,2,0,840,0,1
3,9,1,12,40,1,Q,1,993849697,0,L,1,23,24,2,4,2794,0,1
0,10,1,#,23,1,C,0,513905987,0,L,1,24,39,3,3,130,1,1
10,3,99,#,13,1,T,1,325529637,0,L,1,34,46,2,6,130,0,1
50,99,1,#,**,1,Q,0,980684941,500,L,1,65,70,3,0,500,1,1
90,99,1,11,**,1,T,0,970188107,0,L,1,28,34,4,0,12971,0,1
80,99,1,#,21,2,C,0,516666870,0,a,1,15,25,4,0,400,0,1
100,99,99,#,17,1,R,0,951626461,0,a,1,42,50,4,0,1007,0,1
60,3,1,#,12,1,T,1,970740492,0,L,1,42,48,3,7,60000,1,1
80,99,16,#,27,#,K,1,606070687,0,L,2,999,0,4,0,1207,0,1
90,99,1,#,**,1,T,0,307141803,0,L,1,26,36,4,0,2640,0,1
20,4,1,#,13,2,T,1,940239898,0,L,1,20,30,2,1,380,0,1
30,8,1,#,**,2,H,1,960365284,0,L,1,26,31,2,1,6176,0,1
