identified_doc,id,sex,bill_updage_count,paid_flg,selling_method,campaign,arrears_count,pref,arrears_at,age,region,career,contract_type,customer_rank,amount,entry_age,domain,payway
1,965334491,1,1,0,1,L,1,**,12,48,T,11,1,40,1771,44,0,2
3,944109202,#,0,0,51,9,0,13,99,0,T,#,2,50,5600,999,0,2
20,956601667,2,0,0,1,L,0,26,99,47,K,12,1,100,540,42,0,4
1,205281970,2,0,0,1,L,0,**,99,47,H,11,1,100,600,40,0,2
1,941595606,2,1,0,1,L,0,**,99,27,T,11,1,100,10476,20,0,4
1,954981153,2,0,0,1,L,0,**,99,19,C,11,1,100,648,44,0,2
99,240973914,1,0,0,1,R,0,14,99,43,T,#,1,50,480,43,0,2
99,906776073,2,0,0,1,L,0,40,99,22,Q,#,1,70,220,12,0,2
1,986620580,2,0,0,1,L,0,**,99,26,D,12,1,80,525,24,0,4
8,953040117,2,1,0,1,L,0,28,99,30,K,#,1,0,1007,25,0,2
1,994856828,2,0,0,1,L,0,**,99,45,K,12,1,90,240,44,500,4
1,253803161,2,0,0,1,a,0,23,99,50,T,12,1,60,200,55,0,4
1,700556475,2,0,0,1,L,0,17,99,58,R,#,1,90,120,42,0,2
1,247612425,2,1,1,1,L,7,1,6,42,D,#,1,0,2560,70,500,2
1,943375696,1,0,0,1,L,0,**,99,31,K,12,1,100,216,22,0,2
1,941233934,1,1,0,1,L,0,33,99,38,T,#,1,50,700,31,0,2
1,965639883,2,0,0,1,L,0,**,99,52,K,12,1,110,120,46,0,4
1,242184706,1,1,0,1,L,0,23,99,10,C,11,1,2,500,20,0,3
1,948912020,1,0,1,1,L,4,**,9,29,C,#,1,3,2380,23,0,2
99,956514399,2,0,0,1,L,1,27,3,48,K,#,1,10,6181,44,0,2
1,604926814,2,0,0,1,L,7,**,3,31,K,#,1,3,720,15,0,4
1,982404958,2,0,0,1,a,0,**,99,49,C,#,1,90,120,44,0,4
1,940080625,2,0,0,1,a,0,**,99,47,T,#,1,100,1404,37,0,2
1,958337026,2,1,0,1,L,0,20,99,25,T,11,1,70,5690,21,0,2
1,506786199,1,0,0,1,L,0,**,99,32,C,#,1,100,324,18,0,2
1,245632609,1,1,0,1,L,0,**,99,32,Q,11,1,90,500,32,0,4
1,508153529,2,0,0,0,L,0,22,99,34,C,#,1,90,8400,23,0,4
1,988635517,1,0,0,1,L,0,**,99,46,Q,12,1,80,1,45,0,4
8,956130274,2,0,1,1,L,6,28,7,24,K,#,1,100,324,19,0,3
1,250564992,2,0,0,1,L,0,22,99,59,C,11,1,30,541,59,0,2
1,977202454,2,0,0,1,L,0,14,99,53,T,#,1,100,350,50,500,4
1,956375131,2,1,0,1,L,2,**,8,33,T,11,1,30,3256,28,0,2
1,240427659,2,0,1,1,L,7,11,6,27,T,11,1,0,324,24,0,2
1,947503735,1,0,0,1,a,0,15,99,55,T,#,1,50,1000,46,0,2
17,970616859,1,1,0,1,L,0,26,99,18,K,#,1,20,540,15,0,4
8,985741213,2,0,0,1,L,0,**,99,17,T,12,1,10,240,16,0,2
1,242125713,2,0,0,1,L,0,1,99,57,D,#,1,50,5126,56,0,3
1,103618953,1,1,0,1,L,1,1,8,30,D,#,1,50,15360,16,0,3
1,309514403,1,0,0,1,a,1,11,6,31,T,#,1,100,1007,21,0,2
1,328079370,#,0,0,1,L,0,13,99,0,T,#,2,100,1512,999,0,2
20,327376620,1,0,0,1,L,0,12,99,47,T,#,1,90,720,39,0,4
1,253672884,2,1,0,1,L,0,**,99,42,T,#,1,5,1350,42,500,2
1,604929120,2,1,0,1,L,1,27,12,55,K,#,1,130,130,37,0,4
99,977408037,1,1,0,1,L,0,43,99,40,Q,12,1,60,3500,38,0,2
1,243977814,1,1,0,1,L,0,26,99,30,K,11,1,50,356,30,0,2
1,249269463,2,1,0,1,a,0,26,99,66,K,12,1,50,700,66,0,4
1,254747407,1,1,0,1,a,0,40,99,27,Q,12,1,50,35431,27,0,2
1,250628448,1,1,0,1,L,0,**,99,61,N,11,1,50,7100,61,0,4
1,974965404,2,0,0,1,L,0,11,99,36,T,#,1,100,324,31,0,4
1,607461278,1,0,0,1,L,0,12,99,31,K,#,1,120,3600,23,0,4
1,251630988,2,1,0,1,L,0,**,99,16,T,#,1,20,1620,54,0,4
99,803311032,2,0,0,1,L,0,34,99,58,N,#,1,110,360,42,0,4
1,240037467,2,1,1,1,L,3,28,10,57,K,#,1,3,2149,57,0,2
10,973119575,2,0,0,1,L,0,28,99,33,T,11,1,100,324,31,0,4
1,255316619,2,0,0,#,9,0,23,99,25,C,12,1,50,1307,25,500,4
17,956246699,2,0,0,1,L,0,13,99,24,T,11,1,90,1560,19,0,4
21,983446758,1,1,0,1,L,0,13,99,47,T,12,1,60,540,42,500,4
1,966990122,2,0,0,1,L,0,34,99,54,N,#,1,70,750,48,0,2
1,300607888,2,0,0,1,L,0,11,99,44,T,#,1,170,170,23,0,4
1,245058570,1,0,0,1,L,0,**,99,27,T,#,1,50,1200,26,500,2
1,308930798,1,1,0,1,L,0,**,99,47,T,12,1,120,1893,38,0,4
99,250605826,1,1,0,1,L,0,1,99,15,D,#,1,20,1700,48,0,2
1,982388350,1,1,0,1,M,0,**,99,35,Q,#,1,80,2149,33,0,4
1,323883076,1,0,0,0,9,0,8,99,61,T,#,1,50,480,44,0,2
1,309505076,2,0,1,1,L,3,46,10,61,T,#,1,100,324,50,0,2
1,613759352,2,1,0,1,L,0,27,99,49,K,#,1,100,1,34,0,4
1,204211170,1,0,0,1,a,0,2,99,44,H,#,1,100,205,30,0,4
1,250685422,2,0,0,1,L,0,46,99,50,Q,12,1,3,48,50,500,1
1,316427392,1,0,0,1,L,0,11,99,43,T,#,1,100,3024,28,0,2
1,250202138,2,0,0,1,L,0,**,99,55,T,12,1,70,432,55,500,4
99,254260330,1,0,0,1,R,0,40,99,61,Q,#,1,5,1,61,0,4
1,247790865,1,0,1,0,9,7,13,6,23,T,#,1,3,1760,22,500,3
99,508596260,2,0,0,1,L,0,22,99,42,C,12,1,100,496,33,0,2
1,990240652,1,1,1,1,L,0,**,99,26,T,11,1,3,0,24,0,4
1,946752261,1,0,0,1,L,0,28,99,43,K,11,1,100,972,37,0,4
1,613869150,1,0,0,1,L,0,28,99,45,K,#,1,90,324,31,0,4
1,960472639,1,0,0,1,a,0,**,99,32,T,11,1,100,540,25,0,4
6,965514407,2,1,0,1,L,0,12,99,31,T,11,1,50,2600,27,0,2
1,940239898,2,1,0,1,L,1,13,4,30,T,#,1,20,380,20,0,2
8,973137400,2,0,1,1,L,3,27,10,24,K,#,1,3,245,20,0,3
1,340076234,2,1,0,1,L,0,28,99,42,K,11,1,120,980,34,0,4
6,988898679,2,0,0,#,#,0,13,99,29,T,#,1,100,390,27,500,4
1,246307975,1,1,0,1,L,4,**,3,24,Q,#,1,5,960,24,500,3
1,515328818,2,0,0,1,a,0,**,99,29,C,#,1,100,648,15,0,2
1,241278039,2,0,0,#,#,0,11,99,76,T,11,1,50,1220,75,500,4
8,248661883,1,0,1,1,R,0,11,99,22,T,#,1,5,5000,22,0,4
1,254269446,2,1,0,1,a,0,**,99,47,C,12,1,50,2600,47,0,2
1,256600625,1,1,0,1,a,0,43,99,54,Q,#,1,10,9902,54,0,4
1,979897278,1,2,0,1,L,0,**,99,17,N,#,1,20,594,48,0,4
1,969380667,1,0,0,1,L,0,14,99,11,T,12,1,100,166,39,0,4
1,955644420,2,1,0,1,L,0,13,99,33,T,11,1,60,26678,29,0,2
1,606509201,1,1,0,1,L,0,27,99,68,K,#,1,140,5980,58,0,2
8,604112576,1,0,0,1,L,0,28,99,44,K,#,1,50,140,27,0,2
1,249039119,1,0,0,1,a,0,**,99,25,T,11,1,30,1,25,0,2
27,253162447,2,1,0,1,L,0,14,99,26,T,11,1,40,10400,26,0,2
1,964818440,1,0,0,1,L,0,**,99,43,K,11,1,100,324,39,0,2
99,801250453,2,0,0,1,a,0,**,99,35,N,#,1,70,500,16,0,2
1,977809923,1,0,0,1,L,0,13,99,44,T,16,1,100,1000,40,500,4
1,994258951,1,1,0,1,L,0,**,99,43,K,11,1,50,540,42,0,2
1,254730510,2,0,0,1,a,0,30,99,23,K,12,1,80,1007,22,0,4
8,615503334,2,0,1,1,L,7,**,3,51,K,#,1,1,324,45,0,2
1,985720711,2,1,0,1,L,0,**,99,37,K,12,1,70,1746,33,0,2
1,991704678,1,1,0,1,L,0,40,99,38,Q,12,1,80,2889,37,0,4
1,996202186,2,1,0,1,L,0,27,99,30,K,#,1,90,12713,30,500,4
1,985145407,1,0,0,1,L,2,3,3,24,H,12,1,10,130,22,0,3
1,247001189,2,1,0,0,L,0,**,99,31,D,11,1,70,540,31,500,4
1,252672268,1,0,0,1,a,0,11,99,36,T,#,1,40,324,35,0,2
1,305856505,1,0,0,1,L,0,12,99,45,T,#,1,110,250,30,0,4
1,996956096,2,0,0,1,L,0,**,99,42,T,12,1,90,980,42,0,4
8,301209482,2,0,0,1,L,0,13,99,62,T,#,1,100,324,43,0,2
1,988530905,1,1,0,1,L,0,9,99,52,T,#,1,40,760,51,0,2
1,340661713,2,0,0,1,L,0,13,99,35,T,11,1,110,626,27,0,4
8,993323764,1,1,0,1,L,0,27,99,18,K,#,1,100,540,17,0,3
1,505817625,2,0,0,1,L,0,23,99,42,C,#,1,100,3002,24,0,4
1,990833922,1,0,0,1,L,0,5,99,55,Q,11,1,50,980,53,500,2
1,257252661,1,1,0,#,9,0,2,99,25,H,12,1,30,216,25,500,4
1,989042602,1,0,0,1,L,8,13,5,60,T,#,1,10,525,58,0,2
99,803284786,2,0,0,1,L,0,40,99,40,N,#,1,100,324,25,0,4
99,967966559,2,0,1,1,L,3,14,10,73,T,#,1,3,2800,67,0,2
1,986961937,1,0,0,1,L,0,1,99,35,D,11,1,50,360,33,0,2
1,987476212,1,0,0,1,a,0,**,99,18,T,11,1,100,324,45,0,2
1,944031237,2,0,0,1,L,0,47,99,28,T,#,1,70,130,22,0,2
17,954545278,1,1,0,1,L,0,**,99,25,T,#,1,50,8262,17,0,2
1,615868756,2,0,0,1,a,0,28,99,36,K,#,1,20,1080,28,0,4
1,960658070,2,1,0,1,a,3,11,10,29,T,11,1,60,324,22,0,4
1,964673728,1,1,1,1,L,7,46,3,44,Q,#,1,10,7201,40,0,2
8,967114591,1,0,0,1,L,6,28,7,29,K,11,1,0,600,23,0,2
1,245158671,1,0,0,1,R,0,45,99,37,Q,#,1,60,840,35,500,4
28,252026926,2,0,0,1,a,1,40,3,17,Q,11,1,10,7130,17,0,2
99,316550264,1,1,0,1,L,0,13,99,46,T,#,1,100,226,29,0,4
1,944145639,1,0,0,1,L,0,**,99,64,K,11,1,50,1,58,0,2
1,980271018,2,0,0,1,L,0,13,99,30,T,11,1,70,130,27,0,4
1,945278014,2,0,0,1,L,0,12,99,55,T,#,1,100,972,47,0,4
1,509035551,1,1,0,1,L,0,23,99,24,C,#,1,70,1000,15,0,2
1,947455680,2,1,0,1,a,0,26,99,28,K,#,1,100,226,22,0,4
1,327743273,2,1,0,1,L,2,**,10,36,T,12,1,40,30137,27,0,2
1,516409380,2,0,0,1,L,0,**,99,54,C,#,1,100,324,17,0,3
1,995236029,2,0,0,1,L,1,27,10,35,T,#,1,30,480,32,500,2
1,983930454,1,0,0,1,L,0,**,99,58,T,12,1,100,324,57,500,4
1,952801032,1,0,0,1,L,0,38,99,65,S,#,1,50,980,57,0,2
1,956640382,1,0,0,1,L,0,27,99,28,T,#,1,50,23800,20,0,2
1,907516835,1,0,0,1,a,0,**,99,23,Q,#,1,50,960,13,0,2
1,516224999,2,1,1,1,a,3,24,10,39,C,#,1,3,1580,27,0,2
99,801119042,2,1,0,1,L,0,34,99,37,N,#,1,140,378,20,0,4
20,516714736,1,0,0,0,#,0,14,99,45,C,#,1,40,10300,38,0,2
1,993673691,2,1,0,1,L,0,23,99,29,C,11,1,90,1007,23,0,4
1,253228703,1,0,0,1,L,2,13,4,28,T,#,1,10,240,27,500,2
1,961569724,2,1,0,1,a,0,42,99,44,Q,#,1,80,680,39,0,4
1,314687808,2,1,0,1,a,0,**,99,35,T,#,1,50,324,15,0,2
1,941983370,1,1,0,1,L,0,38,99,27,S,11,1,110,7776,21,0,4
1,991809649,2,0,0,1,L,0,**,99,36,S,#,1,70,120,35,500,2
1,241808520,2,0,0,1,L,0,14,99,40,T,12,1,90,450,39,500,4
1,985915774,1,0,0,1,L,0,28,99,23,K,11,1,100,486,49,0,2
1,244972098,1,0,0,1,R,4,23,8,35,C,#,1,20,14880,35,0,2
1,317386825,1,0,0,1,L,0,10,99,42,T,#,1,130,950,31,0,4
8,954233103,2,0,0,1,L,3,1,10,26,D,#,1,3,920,20,0,2
1,516052609,1,1,1,1,L,10,23,3,18,C,#,1,3,2160,33,0,2
1,995834541,2,0,0,1,a,0,27,99,25,K,11,1,100,2200,22,0,4
17,945308077,2,1,0,1,L,0,2,99,23,H,#,1,60,1322,17,0,2
1,205328573,2,0,0,1,a,0,**,99,34,H,#,1,100,1296,51,0,2
1,203985575,2,1,0,1,a,0,22,99,31,H,#,1,50,4044,15,0,3
1,985349052,2,0,0,1,a,0,**,99,19,T,12,1,20,324,35,0,4
1,507013369,1,1,0,1,L,5,23,8,55,C,#,1,3,2720,41,0,2
1,991327787,1,0,0,1,L,0,**,99,48,T,12,1,80,302,46,0,4
1,304917816,2,0,0,1,L,0,12,99,35,T,#,1,70,1620,19,0,2
1,971629284,1,0,0,1,L,0,13,99,49,T,12,1,100,324,45,0,4
1,240123431,2,1,0,1,L,0,14,99,42,T,12,1,90,540,42,0,4
1,247736494,2,0,0,1,L,0,23,99,57,C,11,1,50,360,57,500,2
1,103232413,2,0,0,1,L,0,1,99,61,D,#,1,50,1,46,0,4
1,992573900,1,0,0,1,L,0,12,99,53,T,11,1,100,540,52,0,2
1,959792126,1,1,0,1,L,0,**,99,27,H,#,1,60,560,22,0,4
28,251270122,1,1,0,1,L,0,12,99,68,T,12,1,50,540,67,0,4
1,905880387,2,1,0,1,L,0,40,99,25,Q,#,1,90,2000,44,0,4
1,514626987,2,2,0,1,L,0,23,99,31,C,#,1,60,3433,18,0,2
21,244706284,2,1,0,#,9,0,27,99,29,K,#,1,50,594,27,500,4
1,989987267,1,1,0,1,R,0,11,99,70,T,#,1,50,378,66,500,2
1,984790724,2,0,0,1,L,2,1,3,31,D,11,1,10,3335,30,0,2
1,245065618,2,1,0,1,L,0,44,99,28,Q,11,1,50,148,26,0,2
1,249199640,2,0,0,#,#,0,13,99,50,T,#,1,20,1,50,500,3
8,953476652,2,1,0,1,L,0,14,99,24,T,11,1,50,4900,19,0,4
1,968859740,2,2,0,1,L,0,23,99,26,C,11,1,60,1763,22,0,2
1,246805303,1,1,0,1,L,0,11,99,52,T,11,1,50,1023,50,500,2
8,983232546,1,0,1,1,L,5,28,4,19,K,#,1,0,3960,50,0,2
28,241812665,1,0,0,1,L,0,**,99,80,Q,#,1,100,324,78,500,2
17,954805512,1,0,0,1,L,10,9,3,19,T,#,1,0,3000,15,0,3
1,804065070,2,0,0,1,a,0,31,99,30,N,#,1,100,302,16,0,2
1,252615015,2,1,0,1,L,0,**,99,70,T,11,1,50,537,70,500,1
1,253369924,2,0,0,#,9,0,**,99,34,T,12,1,50,3000,33,500,4
99,804407739,1,0,0,0,L,0,34,99,76,N,#,1,50,1,66,0,4
10,973350664,2,1,0,1,L,0,13,99,25,T,#,1,60,5030,21,0,2
1,958673254,2,0,0,1,L,0,27,99,31,T,11,1,110,1486,26,0,4
1,970693240,2,0,0,1,L,0,**,99,45,Q,12,1,80,120,41,0,3
99,613623790,2,0,0,1,L,0,27,99,45,K,#,1,110,1920,30,0,4
1,248902651,1,0,0,1,L,0,28,99,43,K,12,1,60,121,43,500,4
99,961358918,1,1,0,1,L,0,34,99,46,N,#,1,70,360,42,0,2
1,989637289,2,0,0,1,a,0,40,99,19,Q,#,1,20,120,48,0,2
6,310176648,2,0,1,1,a,6,13,3,51,T,#,1,10,130,29,0,2
28,256829189,1,0,0,1,a,0,13,99,25,T,11,1,30,240,25,0,4
1,252126553,1,0,0,1,a,0,13,99,22,T,12,1,50,2120,22,0,2
1,958151790,1,0,0,1,L,0,24,99,57,C,#,1,100,324,50,0,2
1,327276471,2,0,0,1,L,0,13,99,52,T,12,1,100,4000,42,0,4
99,204678106,2,0,0,1,L,0,4,99,43,H,#,1,100,194,30,0,4
1,253665295,1,0,0,1,L,0,**,99,42,T,16,1,30,478,42,500,4
99,504712343,1,0,0,1,L,0,23,99,999,C,#,2,100,324,999,0,90
1,241037993,1,0,0,1,L,1,40,5,42,Q,12,1,10,130,41,0,2
1,968486306,1,1,0,1,L,0,**,99,23,T,12,1,50,324,20,0,2
1,803433668,1,1,0,1,L,0,34,99,29,N,#,1,100,594,20,0,3
1,305564526,1,1,0,1,a,0,14,99,45,T,#,1,100,130,29,0,4
1,997146072,1,1,0,1,L,0,**,99,29,H,11,1,50,130,29,0,1
1,308577857,2,0,0,1,L,0,8,99,34,T,#,1,100,120,25,0,4
1,613061638,2,0,0,1,L,0,28,99,62,K,#,1,50,1,45,0,2
1,980933985,1,0,0,1,L,0,**,99,24,K,11,1,60,216,22,0,2
1,318280281,1,0,1,1,a,3,14,10,61,T,#,1,3,1920,50,0,2
1,251346613,2,0,0,1,L,0,**,99,33,K,#,1,30,540,33,0,2
1,241476209,1,0,0,1,L,0,**,99,63,T,11,1,50,302,62,500,4
8,944067311,2,0,0,1,L,0,13,99,26,T,#,1,70,3760,19,0,4
1,967067396,2,0,0,1,L,0,40,99,42,Q,11,1,100,302,38,0,2
1,513341977,2,0,0,1,L,0,**,99,47,C,#,1,70,480,28,0,4
1,996950279,2,0,0,1,L,0,27,99,41,K,#,1,80,409,40,0,4
1,243067102,2,0,0,1,L,0,27,99,30,K,#,1,100,540,28,0,2
8,991512938,2,1,0,1,a,3,10,10,23,T,#,1,10,5130,16,0,2
1,960432267,2,0,0,1,L,0,14,99,32,T,#,1,90,280,28,0,4
1,997536069,2,1,0,1,L,0,21,99,46,C,12,1,50,2678,46,0,1
8,983516637,2,1,1,1,a,3,**,10,17,D,12,1,3,1700,13,0,3
99,252692426,1,1,1,1,L,0,37,99,44,S,#,1,5,5000,43,0,3
1,996207766,2,1,0,1,L,0,**,99,37,T,#,1,90,500,36,500,4
1,507195802,1,0,0,1,L,0,23,99,46,C,#,1,70,3672,32,0,2
1,994049751,1,0,0,#,#,0,**,99,32,T,12,1,90,6940,31,500,4
1,313757311,1,0,0,1,L,0,12,99,49,T,#,1,120,380,31,0,4
20,403696270,2,1,0,1,L,0,13,99,31,S,12,1,90,240,20,0,4
1,949935060,2,0,1,1,a,4,**,3,18,H,#,1,100,324,10,0,2
8,316883966,1,0,0,1,a,0,20,99,39,T,#,1,90,1,25,0,4
1,251817088,2,0,0,1,L,0,29,99,26,K,#,1,50,370,26,0,2
1,996501907,2,1,0,1,L,6,**,7,26,T,#,1,3,266,26,0,2
1,947393314,1,1,0,1,L,0,**,99,26,T,#,1,60,120,20,0,2
99,203662636,2,1,0,1,L,0,4,99,32,H,#,1,100,10,15,0,2
1,982571958,1,1,0,1,L,0,11,99,48,T,16,1,3,1442,46,500,4
1,946477682,2,1,0,1,L,0,**,99,31,T,11,1,100,5700,24,0,4
1,960575063,1,0,0,1,a,2,1,7,27,Q,11,1,0,7450,20,0,3
1,971792720,1,1,0,1,a,0,**,99,39,T,11,1,60,594,34,0,2
1,995278052,1,1,0,1,L,1,47,11,32,Q,12,1,50,1188,32,500,2
1,964873076,1,1,0,1,L,0,14,99,42,T,11,1,60,972,38,0,2
99,801416039,1,0,0,1,L,0,31,99,55,N,#,1,100,1490,36,0,4
1,957963388,2,1,0,1,L,0,34,99,31,N,11,1,140,100,26,0,4
1,505643292,1,1,0,1,L,0,22,99,37,C,#,1,100,993,21,0,90
1,252633726,1,0,0,1,a,0,24,99,42,C,11,1,30,1,42,0,2
1,963843050,1,1,0,1,L,0,44,99,22,Q,11,1,90,11100,49,0,4
1,955624567,1,1,0,1,L,9,25,3,42,K,#,1,5,3337,37,0,2
1,249035555,2,0,0,1,L,0,**,99,63,T,12,1,50,12000,63,0,4
1,257374426,1,1,0,1,L,0,**,99,59,T,#,1,5,540,58,500,4
1,256083124,1,0,0,1,a,0,15,99,29,T,11,1,30,1,29,0,4
1,255699404,1,0,0,1,L,0,38,99,40,S,11,1,30,324,40,500,2
1,986826652,2,0,0,1,L,0,**,99,38,T,12,1,90,110,37,500,2
1,303957304,2,1,0,1,a,0,11,99,44,T,#,1,60,3726,24,0,2
1,245598741,1,0,0,1,L,0,**,99,57,T,12,1,80,3700,56,0,4
1,996848611,2,0,0,1,L,0,23,99,42,C,12,1,90,960,41,500,4
1,205303024,1,0,0,1,L,0,7,99,26,H,12,1,100,324,19,0,4
1,955299005,2,1,0,1,L,0,**,99,20,Q,#,1,100,1520,57,0,4
99,614907020,1,1,0,1,a,0,29,99,65,K,#,1,50,1296,51,0,4
1,955122690,2,0,0,1,L,0,34,99,32,N,11,1,120,540,27,0,4
6,962731380,2,0,0,1,L,0,14,99,65,T,11,1,100,324,58,0,4
1,952327158,2,0,0,1,L,0,30,99,31,K,#,1,100,324,26,0,3
1,250094346,2,0,0,1,a,0,3,99,21,H,#,1,20,1,21,0,2
1,310079338,1,1,0,1,L,0,11,99,48,T,#,1,110,355,28,0,2
1,971918205,1,0,1,1,L,6,21,3,19,C,#,1,100,324,45,0,2
1,981045131,1,1,0,1,L,0,21,99,17,C,#,1,20,500,44,0,2
1,962771203,1,0,0,1,L,3,10,10,23,T,12,1,100,540,18,0,2
1,993347749,1,0,0,1,L,0,13,99,41,T,#,1,40,360,40,0,2
1,515492617,2,2,0,1,L,0,22,99,25,C,#,1,100,194,48,0,4
1,904628083,1,1,0,1,L,0,40,99,36,Q,#,1,50,7000,22,0,3
17,945388956,1,0,0,1,L,0,24,99,25,C,11,1,100,324,19,0,2
16,606070687,#,1,0,1,L,0,27,99,0,K,#,2,80,1207,999,0,4
1,615666318,2,0,0,1,L,0,28,99,22,K,11,1,100,324,40,0,4
1,250431762,1,0,0,1,R,0,9,99,56,T,#,1,60,1689,56,0,4
8,991592717,2,0,0,1,L,0,27,99,69,K,#,1,50,1296,66,500,4
1,252254040,2,0,0,#,9,1,14,8,20,T,#,1,100,180,51,500,4
1,245373424,2,0,0,1,L,2,39,5,48,S,11,1,100,324,48,0,2
1,303232743,1,1,0,1,L,0,11,99,47,T,#,1,110,16,28,0,4
1,988835266,1,1,0,1,L,0,8,99,36,T,12,1,50,842,35,500,2
1,946863185,2,1,0,1,L,0,14,99,42,T,#,1,100,6620,34,0,4
17,204895742,1,0,1,1,L,10,13,3,29,H,#,1,5,947,20,0,3
99,323824699,1,0,0,1,L,0,14,99,35,T,#,1,60,19600,17,0,2
1,994273389,1,1,0,1,M,1,47,8,39,Q,#,1,40,4100,36,0,2
8,251791746,2,1,0,1,L,1,13,6,19,T,12,1,20,540,19,0,3
1,257584202,1,0,0,1,L,0,**,99,39,K,16,1,30,1,39,500,2
1,952043497,2,1,0,1,L,0,1,99,48,D,#,1,100,14776,43,0,4
1,953483659,1,0,0,1,L,0,12,99,19,T,#,1,100,100,50,0,2
1,949478826,2,0,0,1,L,0,6,99,31,H,#,1,60,1098,25,0,2
1,946834942,2,0,0,1,L,0,**,99,24,T,12,1,100,324,17,0,4
1,515683507,1,0,0,1,a,3,12,10,48,C,#,1,100,324,35,0,4
1,327069481,1,1,0,1,L,0,1,99,30,T,#,1,90,11600,21,0,4
20,607424741,1,1,0,1,a,0,27,99,37,K,#,1,60,2149,27,0,2
1,700524208,1,1,0,1,a,0,17,99,44,R,#,1,70,130,20,0,2
1,944564552,2,0,0,1,L,1,14,7,27,T,#,1,40,36040,21,0,2
1,991295757,2,0,0,1,R,0,23,99,64,C,#,1,50,360,62,0,2
99,303942463,1,1,0,1,L,0,19,99,57,T,#,1,110,2200,41,0,4
1,964891496,1,0,0,1,L,0,12,99,29,T,11,1,100,2160,25,0,4
1,977108420,2,0,0,1,L,0,**,99,46,R,#,1,100,324,43,0,2
1,240539052,2,0,0,1,L,0,27,99,55,K,#,1,50,240,55,0,2
1,201045684,2,0,0,1,a,0,7,99,55,H,#,1,100,2646,35,0,4
1,243571994,2,0,0,1,L,0,1,99,27,D,#,1,50,216,27,500,2
1,801204096,2,0,0,1,L,0,31,99,67,N,#,1,50,1280,50,0,4
1,986703162,1,0,0,1,L,0,12,99,64,T,#,1,100,1814,62,500,4
10,980320059,2,0,0,1,L,0,11,99,33,T,11,1,100,302,28,0,4
1,603695967,2,0,0,1,a,0,25,99,37,K,#,1,140,4120,18,0,4
1,200774624,2,0,0,1,L,0,7,99,49,H,#,1,100,518,35,0,4
1,975206387,1,0,0,1,L,1,11,9,46,T,12,1,100,648,43,0,3
1,615270181,2,0,0,0,L,0,30,99,64,C,11,1,100,302,54,0,4
1,248938345,1,0,0,1,L,0,44,99,25,Q,12,1,40,1,25,0,4
1,315134121,1,1,0,1,L,0,13,99,52,T,#,1,70,1058,33,0,2
1,243718556,2,1,0,1,L,0,13,99,36,T,12,1,80,1661,36,0,4
6,319004055,2,0,0,1,L,0,14,99,23,T,11,1,90,14071,16,0,4
1,403299251,2,0,0,1,L,0,**,99,33,S,#,1,100,120,17,0,4
17,949655413,2,0,1,1,a,0,11,99,27,T,12,1,100,1320,19,0,2
1,615858166,1,0,0,1,L,0,27,99,40,K,11,1,100,324,31,0,2
10,254669883,2,0,0,1,a,0,8,99,41,T,#,1,5,1,41,0,2
1,991507673,2,0,1,1,a,7,12,4,19,T,12,1,100,324,36,0,4
17,253870847,2,1,0,1,R,0,29,99,23,K,#,1,50,540,23,0,2
1,246825590,2,1,0,1,R,0,33,99,29,N,#,1,90,700,29,0,4
1,204627015,2,2,0,1,L,0,11,99,26,H,#,1,100,13404,15,0,4
1,248950809,2,1,0,1,L,0,25,99,16,K,#,1,20,7210,41,0,2
1,981607809,1,0,0,1,L,7,40,3,27,Q,11,1,100,315,25,0,2
1,988734152,1,0,0,1,L,0,23,99,43,C,#,1,70,120,42,0,4
1,951816304,1,0,1,1,L,3,13,10,27,T,11,1,3,860,21,0,2
1,972854121,1,0,0,1,#,0,**,99,14,T,#,1,100,540,50,0,4
1,996774774,2,0,0,1,L,0,28,99,19,K,12,1,80,20380,51,0,4
1,964074684,2,0,0,1,L,0,**,99,48,R,#,1,70,-26270,43,0,2
1,987206374,1,0,0,1,L,0,23,99,58,C,#,1,100,324,54,0,3
1,959739191,2,0,0,1,L,0,**,99,58,H,11,1,50,9859,54,0,2
28,259701493,2,0,0,1,a,0,13,99,77,T,#,1,30,1,77,0,2
1,951230898,1,0,0,1,L,0,4,99,36,H,12,1,100,328,31,0,4
1,952921813,2,0,0,1,a,0,**,99,22,K,#,1,80,324,45,0,2
1,990049283,2,0,0,1,a,0,23,99,18,C,#,1,20,2000,47,0,4
1,970320528,2,1,0,1,a,0,29,99,46,K,11,1,100,1440,41,0,4
1,967829696,2,0,0,1,L,0,2,99,45,H,#,1,100,324,42,0,2
99,997284218,1,1,0,#,#,0,**,99,28,T,11,1,80,2007,28,500,4
1,253823748,2,1,0,1,a,0,**,99,18,T,12,1,20,1058,47,0,4
1,993322186,1,0,0,1,L,0,27,99,29,K,#,1,50,1600,29,500,3
26,515578057,1,1,0,1,L,0,23,99,30,C,#,1,50,240,20,0,2
1,604357810,1,1,0,1,L,0,**,99,79,K,#,1,50,972,30,0,4
20,607509667,1,1,0,1,L,0,17,99,34,K,12,1,50,540,26,0,2
1,601025726,1,0,0,1,L,1,27,5,56,K,#,1,30,3000,36,0,2
1,964893916,2,0,0,1,L,0,27,99,52,K,#,1,70,2484,48,0,2
